Action,ActionId,AuthorityGroup,Company,CompanyId,CompanyOwnershipRelationship,Country,CountryId,Drug,DrugId,DrugRelationship,EntityType,HighestPatStatus,HighestPatStatusForCnty,HighestPatStatusId,HighestPatStatusIdForCnty,Indication,IndicationId,LatestChange,ParentCompany,ParentCompanyId,Patent,PatentId,Status,StatusDate,StatusId,StatusSortCode,TherapyArea,TherapyAreaId
IL-2 receptor agonist,221,null,Academia Sinica,28429,Third Party,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Immune disorder,185,null,Academia Sinica,28429,US-07691575,PA3471716,Granted,2010-04-06 00:00:00,GRT,3,Immune disorder,185
IL-2 receptor agonist,221,null,Academia Sinica,28429,Third Party,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Immune deficiency,504,null,Academia Sinica,28429,US-07691575,PA3471716,Granted,2010-04-06 00:00:00,GRT,3,Immune disorder,185
IL-2 receptor agonist,221,null,Academia Sinica,28429,Third Party,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Immune disorder,185,null,Academia Sinica,28429,US-07691575,PA3471716,First Publication,2007-03-01 00:00:00,PUB,2,Immune disorder,185
IL-2 receptor agonist,221,null,Academia Sinica,28429,Third Party,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Immune deficiency,504,null,Academia Sinica,28429,US-07691575,PA3471716,First Publication,2007-03-01 00:00:00,PUB,2,Immune disorder,185
IL-2 receptor agonist,221,null,Academia Sinica,28429,Third Party,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Immune disorder,185,null,Academia Sinica,28429,US-07691575,PA3471716,First Priority,2005-08-29 00:00:00,PRI,1,Immune disorder,185
IL-2 receptor agonist,221,null,Academia Sinica,28429,Third Party,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Immune deficiency,504,null,Academia Sinica,28429,US-07691575,PA3471716,First Priority,2005-08-29 00:00:00,PRI,1,Immune disorder,185
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Gastrointestinal tumor,131,null,Sanofi SA,1009547,WO-09207577,IN1509870,First Publication,1992-05-14 00:00:00,PUB,2,Gastrointestinal disease,129
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Neoplasm,230,null,Sanofi SA,1009547,WO-09207577,IN1509870,First Publication,1992-05-14 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Sanofi SA,1009547,WO-09207577,IN1509870,First Publication,1992-05-14 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,First Publication,First Priority,PUB,PRI,Gastrointestinal tumor,131,null,Sanofi SA,1009547,WO-09207577,IN1509870,First Priority,1990-10-30 00:00:00,PRI,1,Gastrointestinal disease,129
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,First Publication,First Priority,PUB,PRI,Neoplasm,230,null,Sanofi SA,1009547,WO-09207577,IN1509870,First Priority,1990-10-30 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,First Publication,First Priority,PUB,PRI,Cancer,651,null,Sanofi SA,1009547,WO-09207577,IN1509870,First Priority,1990-10-30 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Germany,DE,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,UK,GB,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Liechtenstein,LI,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Denmark,DK,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Switzerland,CH,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Luxembourg,LU,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Netherlands,NL,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Austria,AT,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Italy,IT,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Sweden,SE,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Belgium,BE,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Assumed Expiry,2010-06-06 00:00:00,EXP,5,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,European Patent,EP,null,null,null,null,Assumed Expiry,Granted,EXP,GRT,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,Granted,1991-10-23 00:00:00,GRT,3,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,European Patent,EP,null,null,null,null,Assumed Expiry,Granted,EXP,GRT,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,First Publication,1991-10-23 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Neoplasm,230,null,Sanofi SA,1009547,EP-00452598,IN1576286,First Priority,1990-04-17 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Luxembourg,LU,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,UK,GB,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Germany,DE,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Italy,IT,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Austria,AT,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Sweden,SE,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Belgium,BE,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Denmark,DK,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Netherlands,NL,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Liechtenstein,LI,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,Switzerland,CH,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Assumed Expiry,2010-10-16 00:00:00,EXP,5,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,European Patent,EP,null,null,null,null,Assumed Expiry,Granted,EXP,GRT,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,Granted,1991-05-08 00:00:00,GRT,3,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,European Patent,EP,null,null,null,null,Assumed Expiry,Granted,EXP,GRT,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,First Publication,1991-05-08 00:00:00,PUB,2,Hematological disease,142
IL-2 receptor agonist,221,null,Roussel Uclaf SA,26119,Owner,France,FR,null,null,null,null,Assumed Expiry,Assumed Expiry,EXP,EXP,Leukemia,199,null,Sanofi SA,1009547,EP-00426521,IN1573351,First Priority,1989-10-17 00:00:00,PRI,1,Hematological disease,142
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,"melphalan (percutaneous hepatic perfusion, hepatocellular carcinoma/cholangiocarcinoma/metastatic ocular melanoma), Delcath/NCI",72209,Delivery device,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07022097,PA2916777,Extension,2023-06-24 00:00:00,EXT,4,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,"melphalan (percutaneous hepatic perfusion, hepatocellular carcinoma/cholangiocarcinoma/metastatic ocular melanoma), Delcath/NCI",72209,Delivery device,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07022097,PA2916777,Granted,2006-04-04 00:00:00,GRT,3,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,"melphalan (percutaneous hepatic perfusion, hepatocellular carcinoma/cholangiocarcinoma/metastatic ocular melanoma), Delcath/NCI",72209,Delivery device,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07022097,PA2916777,First Publication,2004-11-11 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,"melphalan (percutaneous hepatic perfusion, hepatocellular carcinoma/cholangiocarcinoma/metastatic ocular melanoma), Delcath/NCI",72209,Delivery device,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07022097,PA2916777,First Priority,2003-05-09 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07435592,PA2917599,Extension,2025-04-26 00:00:00,EXT,4,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07435592,PA2917599,Granted,2008-10-14 00:00:00,GRT,3,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07435592,PA2917599,First Publication,2004-11-18 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07435592,PA2917599,First Priority,2003-05-13 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,NeXstar Pharmaceuticals Inc,15906,Third Party,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Unidentified indication,1005,null,Gilead Sciences Inc,16450,WO-08905151,IN1501324,First Publication,1989-06-15 00:00:00,PUB,2,Unidentified indication,1005
IL-2 receptor agonist,221,null,NeXstar Pharmaceuticals Inc,15906,Third Party,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Unidentified indication,1005,null,Gilead Sciences Inc,16450,WO-08905151,IN1501324,First Priority,1987-12-04 00:00:00,PRI,1,Unidentified indication,1005
IL-2 receptor agonist,221,null,Movecare Ltd,1009528,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,HIV infection,158,null,Movecare Ltd,1009528,WO-2004069272,PA2907050,First Publication,2004-08-19 00:00:00,PUB,2,Infectious disease,746
IL-2 receptor agonist,221,null,Movecare Ltd,1009528,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Movecare Ltd,1009528,WO-2004069272,PA2907050,First Publication,2004-08-19 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Movecare Ltd,1009528,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Movecare Ltd,1009528,WO-2004069272,PA2907050,First Publication,2004-08-19 00:00:00,PUB,2,Infectious disease,746
IL-2 receptor agonist,221,null,Movecare Ltd,1009528,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,HIV infection,158,null,Movecare Ltd,1009528,WO-2004069272,PA2907050,First Priority,2003-02-05 00:00:00,PRI,1,Infectious disease,746
IL-2 receptor agonist,221,null,Movecare Ltd,1009528,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Cancer,651,null,Movecare Ltd,1009528,WO-2004069272,PA2907050,First Priority,2003-02-05 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Movecare Ltd,1009528,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Infectious disease,746,null,Movecare Ltd,1009528,WO-2004069272,PA2907050,First Priority,2003-02-05 00:00:00,PRI,1,Infectious disease,746
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,interleukin-2,DOC1000491,Component of Combination,null,First Publication,First Publication,PUB,PUB,Immune disorder,185,null,Individual,21144,US-20050118292,PA2991153,First Publication,2005-06-02 00:00:00,PUB,2,Immune disorder,185
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,interleukin-2,DOC1000491,Component of Combination,null,First Publication,First Publication,PUB,PUB,Immune disorder,185,null,Individual,21144,US-20050118292,PA2991153,First Priority,2003-12-01 00:00:00,PRI,1,Immune disorder,185
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Autoimmune disease,36,null,National Jewish Health,18461,WO-00180889,PA145127,First Publication,2001-11-01 00:00:00,PUB,2,Immune disorder,185
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Vaccination,384,null,National Jewish Health,18461,WO-00180889,PA145127,First Publication,2001-11-01 00:00:00,PUB,2,Prophylaxis,706
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Immunization,413,null,National Jewish Health,18461,WO-00180889,PA145127,First Publication,2001-11-01 00:00:00,PUB,2,Prophylaxis,706
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,National Jewish Health,18461,WO-00180889,PA145127,First Publication,2001-11-01 00:00:00,PUB,2,Infectious disease,746
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Autoimmune disease,36,null,National Jewish Health,18461,WO-00180889,PA145127,First Priority,2000-04-26 00:00:00,PRI,1,Immune disorder,185
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Vaccination,384,null,National Jewish Health,18461,WO-00180889,PA145127,First Priority,2000-04-26 00:00:00,PRI,1,Prophylaxis,706
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Immunization,413,null,National Jewish Health,18461,WO-00180889,PA145127,First Priority,2000-04-26 00:00:00,PRI,1,Prophylaxis,706
IL-2 receptor agonist,221,null,National Jewish Health,18461,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Infectious disease,746,null,National Jewish Health,18461,WO-00180889,PA145127,First Priority,2000-04-26 00:00:00,PRI,1,Infectious disease,746
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07282479,PA2915972,Extension,2024-07-14 00:00:00,EXT,4,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07282479,PA2915972,Granted,2007-10-16 00:00:00,GRT,3,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07282479,PA2915972,First Publication,2004-11-04 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Individual,21144,Owner,US,US,null,null,null,null,Extension,Extension,EXT,EXT,Cancer,651,null,Individual,21144,US-07282479,PA2915972,First Priority,2003-03-31 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Bayer Corp,14486,Owner,World,WO,AIC-284,28450,Formulation,null,First Publication,First Publication,PUB,PUB,Melanoma,205,null,Bayer AG,14455,WO-00200243,PA148016,First Publication,2002-01-03 00:00:00,PUB,2,Dermatological disease,95
IL-2 receptor agonist,221,null,Bayer Corp,14486,Owner,World,WO,AIC-284,28450,Formulation,null,First Publication,First Publication,PUB,PUB,Renal tumor,999,null,Bayer AG,14455,WO-00200243,PA148016,First Publication,2002-01-03 00:00:00,PUB,2,Genitourinary disease,366
IL-2 receptor agonist,221,null,Bayer Corp,14486,Owner,US,US,AIC-284,28450,Formulation,null,First Publication,First Priority,PUB,PRI,Melanoma,205,null,Bayer AG,14455,WO-00200243,PA148016,First Priority,2000-06-28 00:00:00,PRI,1,Dermatological disease,95
IL-2 receptor agonist,221,null,Bayer Corp,14486,Owner,US,US,AIC-284,28450,Formulation,null,First Publication,First Priority,PUB,PRI,Renal tumor,999,null,Bayer AG,14455,WO-00200243,PA148016,First Priority,2000-06-28 00:00:00,PRI,1,Genitourinary disease,366
IL-2 receptor agonist,221,null,TKB Associates Ltd Partnership,23389,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Neoplasm,230,null,TKB Associates Ltd Partnership,23389,WO-09613275,IN2195008,First Publication,1996-05-09 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,TKB Associates Ltd Partnership,23389,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Neoplasm,230,null,TKB Associates Ltd Partnership,23389,WO-09613275,IN2195008,First Priority,1994-10-31 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,Protherics Salt Lake City Inc,25065,Owner,World,WO,null,null,null,null,First Publication,First Publication,PUB,PUB,Precancer,1060,null,BTG plc,15266,WO-02102309,PA172070,First Publication,2002-12-27 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,Protherics Salt Lake City Inc,25065,Owner,US,US,null,null,null,null,First Publication,First Priority,PUB,PRI,Precancer,1060,null,BTG plc,15266,WO-02102309,PA172070,First Priority,2002-06-13 00:00:00,PRI,1,Neoplasm,230
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Melanoma,205,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Dermatological disease,95
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Neoplasm,230,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Neoplasm,230
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Viral infection,344,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Infectious disease,746
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Autoimmune disease,36,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Immune disorder,185
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Immune deficiency,504,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Immune disorder,185
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Infectious disease,746
IL-2 receptor agonist,221,null,University of Southern California,20673,Owner,World,WO,"vasopermeation enhancement agents (solid tumor), Peregrine",12900,New use,null,First Publication,First Publication,PUB,PUB,Renal tumor,999,null,University of Southern California,20673,WO-03015697,PA200949,First Publication,2003-02-27 00:00:00,PUB,2,Genitourinary disease,366
