Action,ActionId,AuthorityGroup,Company,CompanyId,Country,CountryId,Drug,DrugId,EntityType,HighestDevStatus,HighestDevStatusForInd,HighestDevStatusForIndId,HighestDevStatusId,Indication,IndicationId,IsActiveCompany,LatestChange,ParentCompany,ParentCompanyId,Status,StatusDate,StatusId,StatusSortCode,TherapyArea,TherapyAreaId
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,TAP Pharmaceuticals Inc,15931,US,US,TNP-470,2441,Chemical,Discontinued,No Development Reported,NDR,DX,Pancreas tumor,249,false,2002-07-26 00:00:00,Abbott Laboratories,13601,Phase 2 Clinical,1999-01-01 00:00:00,C2,9,Gastrointestinal disease,129
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Vernalis plc,15262,UK,GB,tosedostat,50006,Chemical,Phase 2 Clinical,Discontinued,DX,C2,Cancer,651,false,2014-10-27 00:00:00,Vernalis plc,15262,Discontinued,2007-03-26 00:00:00,DX,3,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Chroma Therapeutics Ltd,29495,UK,GB,tosedostat,50006,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Myelodysplastic syndrome,1272,false,2014-10-27 00:00:00,Chroma Therapeutics Ltd,29495,Discontinued,2014-10-27 00:00:00,DX,3,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,CTI BioPharma Corp,15337,US,US,tosedostat,50006,Chemical,Phase 2 Clinical,Discovery,DR,C2,Multiple myeloma,1828,true,2014-10-27 00:00:00,CTI BioPharma Corp,15337,Discovery,2011-03-14 00:00:00,DR,6,Hematological disease,142
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Nippon Kayaku Co Ltd,18535,Japan,JP,ubenimex,9560,Chemical,Launched,Launched,L,L,Carcinoma,54,true,1996-12-31 00:00:00,Nippon Kayaku Co Ltd,18535,Launched,1995-05-20 00:00:00,L,13,Neoplasm,230
Glutamyl aminopeptidase inhibitor,38552,LOCAL_AND_MAJOR,Quantum Genomics Corp,1021272,US,US,QGC-011,89503,Chemical,Discovery,Discovery,DR,DR,Hypertension,178,true,2014-01-02 00:00:00,Quantum Genomics Corp,1021272,Discovery,2014-01-02 00:00:00,DR,6,Cardiovascular disease,57
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Chong Kun Dang Pharmaceutical Corp,15410,US,US,"beloranib (sc, obesity/Prader-Willi syndrome/craniopharyngioma ), Zafgen",75504,Chemical,Phase 3 Clinical,Phase 2 Clinical,C2,C3,Obesity,238,false,2014-12-15 00:00:00,Chong Kun Dang Pharmaceutical Corp,15410,Discontinued,2008-11-06 00:00:00,DX,3,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,OTHER,Zafgen Inc,1043431,Europe,X5,"beloranib (sc, obesity/Prader-Willi syndrome/craniopharyngioma ), Zafgen",75504,Chemical,Phase 3 Clinical,Phase 3 Clinical,C3,C3,Prader-Willi syndrome,2890,true,2014-12-15 00:00:00,Zafgen Inc,1043431,Discovery,2014-05-13 00:00:00,DR,6,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,"beloranib (sc, obesity/Prader-Willi syndrome/craniopharyngioma ), Zafgen",75504,Chemical,Phase 3 Clinical,Phase 3 Clinical,C3,C3,Prader-Willi syndrome,2890,true,2014-12-15 00:00:00,Zafgen Inc,1043431,Phase 2 Clinical,2013-06-25 00:00:00,C2,9,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,ZGN-839,90651,Chemical,Discovery,Discovery,DR,DR,Non-alcoholic steatohepatitis,2637,true,2014-04-18 00:00:00,Zafgen Inc,1043431,Discovery,2014-03-31 00:00:00,DR,6,Inflammatory disease,188
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,ZGN-839,90651,Chemical,Discovery,Discovery,DR,DR,Obesity,238,true,2014-04-18 00:00:00,Zafgen Inc,1043431,Discovery,2014-04-18 00:00:00,DR,6,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,SynDevRx Inc,1036908,US,US,SDX-7175,59094,Chemical,Discovery,Discovery,DR,DR,Cancer,651,true,2008-01-08 00:00:00,SynDevRx Inc,1036908,Discovery,2008-01-08 00:00:00,DR,6,Neoplasm,230
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,University of Maryland Office of Technology Commercialization,1067932,US,US,"fumagillin (giardiasis), University of Maryland",75995,Chemical,Discovery,Discovery,DR,DR,Giardia lamblia infection,133,true,2012-02-10 00:00:00,University of Maryland,20611,Discovery,2012-02-10 00:00:00,DR,6,Infectious disease,746
Leucyl cystinyl aminopeptidase inhibitor,21816,LOCAL_AND_MAJOR,St Vincents Hospital (Melbourne) Ltd,21104,Australia,AU,"IRAP inhibitors (cardiovascular diseases/CNS diseases), University of Florey Institute/Monash University/University of Melbourne/ St Vincent's Institute of Medical Research/ Bio-Link",75789,Chemical,No Development Reported,No Development Reported,NDR,NDR,Central nervous system disease,60,false,2014-05-28 00:00:00,St Vincents Hospital (Melbourne) Ltd,21104,Discovery,2012-09-28 00:00:00,DR,6,Neurological disease,677
Leucyl cystinyl aminopeptidase inhibitor,21816,LOCAL_AND_MAJOR,Howard Florey Institute,21077,Australia,AU,"IRAP inhibitors (cardiovascular diseases/CNS diseases), University of Florey Institute/Monash University/University of Melbourne/ St Vincent's Institute of Medical Research/ Bio-Link",75789,Chemical,No Development Reported,No Development Reported,NDR,NDR,Cardiovascular disease,57,false,2014-05-28 00:00:00,Howard Florey Institute,21077,No Development Reported,2014-05-28 00:00:00,NDR,2,Cardiovascular disease,57
Leucyl cystinyl aminopeptidase inhibitor,21816,LOCAL_AND_MAJOR,University of Melbourne,20620,Australia,AU,"IRAP inhibitors (cardiovascular diseases/CNS diseases), University of Florey Institute/Monash University/University of Melbourne/ St Vincent's Institute of Medical Research/ Bio-Link",75789,Chemical,No Development Reported,No Development Reported,NDR,NDR,Central nervous system disease,60,false,2014-05-28 00:00:00,University of Melbourne,20620,Discovery,2003-07-31 00:00:00,DR,6,Neurological disease,677
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Takeda Pharmaceutical Co Ltd,20300,US,US,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Lung tumor,755,false,2002-07-26 00:00:00,Takeda Pharmaceutical Co Ltd,20300,Phase 2 Clinical,1996-04-01 00:00:00,C2,9,Respiratory disease,711
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Takeda Pharmaceutical Co Ltd,20300,Japan,JP,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Cancer,651,false,2002-07-26 00:00:00,Takeda Pharmaceutical Co Ltd,20300,Discontinued,2001-12-31 00:00:00,DX,3,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,INSERM,17229,France,FR,EC-33,26410,Chemical,No Development Reported,No Development Reported,NDR,NDR,Hypertension,178,false,2008-05-27 00:00:00,INSERM,17229,No Development Reported,2008-05-27 00:00:00,NDR,2,Cardiovascular disease,57
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Chroma Therapeutics Ltd,29495,US,US,tosedostat,50006,Chemical,Phase 2 Clinical,Discovery,DR,C2,Multiple myeloma,1828,false,2014-10-27 00:00:00,Chroma Therapeutics Ltd,29495,Discontinued,2014-10-27 00:00:00,DX,3,Hematological disease,142
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Chroma Therapeutics Ltd,29495,UK,GB,tosedostat,50006,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Myelodysplastic syndrome,1272,false,2014-10-27 00:00:00,Chroma Therapeutics Ltd,29495,Phase 2 Clinical,2007-03-26 00:00:00,C2,9,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,CTI BioPharma Corp,15337,US,US,tosedostat,50006,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Acute myelogenous leukemia,1731,true,2014-10-27 00:00:00,CTI BioPharma Corp,15337,Phase 3 Clinical,2011-04-12 00:00:00,C3,10,Hematological disease,142
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Nippon Kayaku Co Ltd,18535,Japan,JP,ubenimex,9560,Chemical,Launched,Launched,L,L,Acute myelogenous leukemia,1731,true,1996-12-31 00:00:00,Nippon Kayaku Co Ltd,18535,Registered,1995-05-20 00:00:00,R,12,Hematological disease,142
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Sanofi-Synthelabo,26494,Western Europe,XW,"oral fumagillin (microsporidiosis), sanofi-aventis",25971,Chemical,Launched,Launched,L,L,Microsporidial infection,448,false,2007-05-14 00:00:00,Sanofi,1009547,Phase 3 Clinical,1999-09-01 00:00:00,C3,10,Infectious disease,746
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Praecis Pharmaceuticals Inc,24240,US,US,PPI-2458,37752,Chemical,No Development Reported,No Development Reported,NDR,NDR,Non-Hodgkin lymphoma,319,false,2007-02-16 00:00:00,GlaxoSmithKline plc,28355,Discovery,2003-04-16 00:00:00,DR,6,Hematological disease,142
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Vernalis plc,15262,UK,GB,BB-76163,29333,Chemical,Discontinued,Discontinued,DX,DX,Inflammatory disease,188,false,2001-07-26 00:00:00,Vernalis plc,15262,Discovery,2000-06-26 00:00:00,DR,6,Inflammatory disease,188
Glutamyl aminopeptidase inhibitor,38552,LOCAL_AND_MAJOR,INSERM,17229,France,FR,QGC-001,57583,Chemical,Phase 1 Clinical,Phase 1 Clinical,C1,C1,Hypertension,178,true,2012-04-13 00:00:00,INSERM,17229,Discovery,2004-08-17 00:00:00,DR,6,Cardiovascular disease,57
Glutamyl aminopeptidase inhibitor,38552,LOCAL_AND_MAJOR,APAvadis Biotechnologies srl,1038323,Italy,IT,"aminopeptidase A inhibitor (cancer/endometriosis), APAvadis",78982,Biological,Discovery,Discovery,DR,DR,Cancer,651,true,2012-06-28 00:00:00,APAvadis Biotechnologies srl,1038323,Discovery,2012-06-28 00:00:00,DR,6,Neoplasm,230
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,"fumagillin (obesity/type 2 diabetes), Zafgen",65967,Chemical,No Development Reported,No Development Reported,NDR,NDR,Non-insulin dependent diabetes,837,false,2012-10-31 00:00:00,Zafgen Inc,1043431,No Development Reported,2012-10-31 00:00:00,NDR,2,Endocrine disease,112
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Johns Hopkins University,20596,US,US,"fumagillin analogs (angiogenesis dependant diseases), Johns Hopkins University",85166,Chemical,Discovery,Discovery,DR,DR,Angiogenesis disorder,422,true,2013-05-20 00:00:00,Johns Hopkins University,20596,Discovery,2006-09-21 00:00:00,DR,6,Cardiovascular disease,57
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Merck KGaA,18101,Germany,DE,"MetAP-2 inhibitors (cancer), Merck KGaA",92794,Chemical,Discovery,Discovery,DR,DR,Cancer,651,true,2014-09-08 00:00:00,Merck KGaA,18101,Discovery,2014-09-08 00:00:00,DR,6,Neoplasm,230
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,"second generation beloranib (obesity), Zafgen",90652,Chemical,Discovery,Discovery,DR,DR,Obesity,238,true,2014-03-31 00:00:00,Zafgen Inc,1043431,Discovery,2014-03-31 00:00:00,DR,6,Nutritional disorder,684
Leucyl cystinyl aminopeptidase inhibitor,21816,LOCAL_AND_MAJOR,Howard Florey Institute,21077,Australia,AU,"IRAP inhibitors (cardiovascular diseases/CNS diseases), University of Florey Institute/Monash University/University of Melbourne/ St Vincent's Institute of Medical Research/ Bio-Link",75789,Chemical,No Development Reported,No Development Reported,NDR,NDR,Central nervous system disease,60,false,2014-05-28 00:00:00,Howard Florey Institute,21077,No Development Reported,2014-05-28 00:00:00,NDR,2,Neurological disease,677
Leucyl cystinyl aminopeptidase inhibitor,21816,LOCAL_AND_MAJOR,Monash University,20629,Australia,AU,"IRAP inhibitors (cardiovascular diseases/CNS diseases), University of Florey Institute/Monash University/University of Melbourne/ St Vincent's Institute of Medical Research/ Bio-Link",75789,Chemical,No Development Reported,No Development Reported,NDR,NDR,Cardiovascular disease,57,false,2014-05-28 00:00:00,Monash University,20629,No Development Reported,2014-05-28 00:00:00,NDR,2,Cardiovascular disease,57
Methionine aminopeptidase inhibitor,9287,LOCAL_AND_MAJOR,Novartis Pharmaceuticals Corp,24818,US,US,"MetAp inhibitor, Novartis",37189,Chemical,No Development Reported,No Development Reported,NDR,NDR,Cancer,651,false,2007-09-09 00:00:00,Novartis AG,23137,Discovery,2001-12-05 00:00:00,DR,6,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Takeda Pharmaceutical Co Ltd,20300,US,US,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Prostate tumor,276,false,2002-07-26 00:00:00,Takeda Pharmaceutical Co Ltd,20300,Discontinued,2001-12-31 00:00:00,DX,3,Andrology,1785
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Takeda Pharmaceutical Co Ltd,20300,Japan,JP,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Sarcoma,194,false,2002-07-26 00:00:00,Takeda Pharmaceutical Co Ltd,20300,Discontinued,2001-12-31 00:00:00,DX,3,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,TAP Pharmaceuticals Inc,15931,US,US,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Breast tumor,49,false,2002-07-26 00:00:00,Abbott Laboratories,13601,No Development Reported,2002-07-26 00:00:00,NDR,2,Endocrine disease,112
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,TAP Pharmaceuticals Inc,15931,US,US,TNP-470,2441,Chemical,Discontinued,No Development Reported,NDR,DX,Pancreas tumor,249,false,2002-07-26 00:00:00,Abbott Laboratories,13601,No Development Reported,2002-07-26 00:00:00,NDR,2,Gastrointestinal disease,129
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,GlaxoSmithKline Inc,21948,US,US,"MetAP2 inhibitors, GSK",39195,Chemical,No Development Reported,No Development Reported,NDR,NDR,Cancer,651,false,2006-10-29 00:00:00,GlaxoSmithKline plc,28355,Discovery,2002-04-11 00:00:00,DR,6,Neoplasm,230
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Chroma Therapeutics Ltd,29495,UK,GB,tosedostat,50006,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Acute myelogenous leukemia,1731,false,2014-10-27 00:00:00,Chroma Therapeutics Ltd,29495,Phase 3 Clinical,2011-04-12 00:00:00,C3,10,Hematological disease,142
Aminopeptidase inhibitor,52,OTHER,CTI BioPharma Corp,15337,Americas,X1,tosedostat,50006,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Acute myelogenous leukemia,1731,true,2014-10-27 00:00:00,CTI BioPharma Corp,15337,Phase 3 Clinical,2011-04-12 00:00:00,C3,10,Hematological disease,142
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,INSERM,17229,France,FR,"enkephalinase inhibitors (major depressive disorder/pain), INSERM",8587,Chemical,No Development Reported,No Development Reported,NDR,NDR,Depression,93,false,2009-12-23 00:00:00,INSERM,17229,No Development Reported,2009-12-23 00:00:00,NDR,2,Psychiatric disorder,207
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,INSERM,17229,France,FR,"enkephalinase inhibitors (major depressive disorder/pain), INSERM",8587,Chemical,No Development Reported,No Development Reported,NDR,NDR,Pain,20,false,2009-12-23 00:00:00,INSERM,17229,No Development Reported,2009-12-23 00:00:00,NDR,2,Neurological disease,677
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,INSERM,17229,France,FR,"dual enkephalin-degrading enzyme inhibitors, Sanofi-Synthelabo/INSERM",28553,Chemical,No Development Reported,No Development Reported,NDR,NDR,Pain,20,false,2004-01-15 00:00:00,INSERM,17229,Discovery,1999-09-21 00:00:00,DR,6,Neurological disease,677
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Johnson & Johnson Pharmaceutical Research & Development LLC,29481,US,US,"LTA4H inhibitor (inflammation), Johnson & Johnson",56336,Chemical,Discovery,Discovery,DR,DR,Inflammatory disease,188,false,2012-03-28 00:00:00,Johnson & Johnson,17332,Discovery,2006-05-31 00:00:00,DR,6,Inflammatory disease,188
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Vernalis plc,15262,UK,GB,"methionine aminopeptidase inhibitors (bacterial infection), Genesoft",44121,Chemical,Discontinued,Discontinued,DX,DX,Bacterial infection,40,false,2004-04-13 00:00:00,Vernalis plc,15262,Discovery,2003-03-05 00:00:00,DR,6,Infectious disease,746
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Praecis Pharmaceuticals Inc,24240,US,US,PPI-2458,37752,Chemical,No Development Reported,No Development Reported,NDR,NDR,Solid tumor,725,false,2007-02-16 00:00:00,GlaxoSmithKline plc,28355,No Development Reported,2007-02-16 00:00:00,NDR,2,Neoplasm,230
Glutamyl aminopeptidase inhibitor,38552,LOCAL_AND_MAJOR,INSERM,17229,US,US,QGC-011,89503,Chemical,Discovery,Discovery,DR,DR,Hypertension,178,true,2014-01-02 00:00:00,INSERM,17229,Discovery,2014-01-02 00:00:00,DR,6,Cardiovascular disease,57
Glutamyl aminopeptidase inhibitor,38552,LOCAL_AND_MAJOR,INSERM,17229,US,US,QGC-101,89507,Chemical,Discovery,Discovery,DR,DR,Cardiac failure,55,true,2014-01-02 00:00:00,INSERM,17229,Discovery,2014-01-02 00:00:00,DR,6,Cardiovascular disease,57
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Abbott Laboratories,13601,US,US,"MetAP2 inhibitors (anticancer), Abbott",34819,Chemical,No Development Reported,No Development Reported,NDR,NDR,Cancer,651,false,2009-07-07 00:00:00,Abbott Laboratories,13601,Discovery,2001-06-21 00:00:00,DR,6,Neoplasm,230
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Mersana Therapeutics Inc,1002523,US,US,XMT-1107,59189,Chemical,Phase 1 Clinical,Phase 1 Clinical,C1,C1,Solid tumor,725,true,2010-04-13 00:00:00,Mersana Therapeutics Inc,1002523,Phase 1 Clinical,2010-04-12 00:00:00,C1,8,Neoplasm,230
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,"fumagillin (obesity/type 2 diabetes), Zafgen",65967,Chemical,No Development Reported,No Development Reported,NDR,NDR,Obesity,238,false,2012-10-31 00:00:00,Zafgen Inc,1043431,No Development Reported,2012-10-31 00:00:00,NDR,2,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,"fumagillin (obesity/type 2 diabetes), Zafgen",65967,Chemical,No Development Reported,No Development Reported,NDR,NDR,Obesity,238,false,2012-10-31 00:00:00,Zafgen Inc,1043431,Discovery,2008-09-09 00:00:00,DR,6,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,OTHER,Zafgen Inc,1043431,Australia,AU,"beloranib (sc, obesity/Prader-Willi syndrome/craniopharyngioma ), Zafgen",75504,Chemical,Phase 3 Clinical,Phase 2 Clinical,C2,C3,Obesity,238,true,2014-12-15 00:00:00,Zafgen Inc,1043431,Phase 2 Clinical,2012-08-30 00:00:00,C2,9,Nutritional disorder,684
Methionine aminopeptidase-2 inhibitor,12641,OTHER,Astex Therapeutics Ltd,28026,UK,GB,"MetAP2 inhibitors (cancer), Astex",62144,Chemical,Discontinued,Discontinued,DX,DX,Cancer,651,false,2013-10-02 00:00:00,Otsuka Holdings Co Ltd,1040632,Discontinued,2011-07-20 00:00:00,DX,3,Neoplasm,230
Methionine aminopeptidase-2 inhibitor,12641,LOCAL_AND_MAJOR,Zafgen Inc,1043431,US,US,"beloranib hemioxalate (obesity), Zafgen",61782,Chemical,Discontinued,No Development Reported,NDR,DX,Obesity,238,false,2014-03-31 00:00:00,Zafgen Inc,1043431,Discovery,2008-11-06 00:00:00,DR,6,Nutritional disorder,684
Leucyl cystinyl aminopeptidase inhibitor,21816,LOCAL_AND_MAJOR,Monash University,20629,Australia,AU,"IRAP inhibitors (cardiovascular diseases/CNS diseases), University of Florey Institute/Monash University/University of Melbourne/ St Vincent's Institute of Medical Research/ Bio-Link",75789,Chemical,No Development Reported,No Development Reported,NDR,NDR,Central nervous system disease,60,false,2014-05-28 00:00:00,Monash University,20629,No Development Reported,2014-05-28 00:00:00,NDR,2,Neurological disease,677
Methionine aminopeptidase inhibitor,9287,OTHER,Morphochem AG,15996,Germany,DE,"methionine aminopeptidase inhibitors, Morphochem",51166,Chemical,No Development Reported,No Development Reported,NDR,NDR,Bacterial infection,40,false,2008-12-03 00:00:00,Biovertis AG,1008599,No Development Reported,2008-12-03 00:00:00,NDR,2,Infectious disease,746
Methionine aminopeptidase inhibitor,9287,LOCAL_AND_MAJOR,Johns Hopkins University Office of Technology Transfer,1083716,US,US,"Methionine aminopeptidase inhibitors (Mycobacterium tuberculosis), Johns Hopkins University",89387,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2013-12-19 00:00:00,Johns Hopkins University,20596,Discovery,2013-12-19 00:00:00,DR,6,Respiratory disease,711
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,Takeda Pharmaceutical Co Ltd,20300,US,US,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Lung tumor,755,false,2002-07-26 00:00:00,Takeda Pharmaceutical Co Ltd,20300,Discontinued,2001-12-31 00:00:00,DX,3,Respiratory disease,711
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,TAP Pharmaceuticals Inc,15931,US,US,TNP-470,2441,Chemical,Discontinued,Discontinued,DX,DX,Breast tumor,49,false,2002-07-26 00:00:00,Abbott Laboratories,13601,Phase 2 Clinical,1999-01-01 00:00:00,C2,9,Endocrine disease,112
Aminopeptidase inhibitor,52,LOCAL_AND_MAJOR,TAP Pharmaceuticals Inc,15931,US,US,TNP-470,2441,Chemical,Discontinued,No Development Reported,NDR,DX,Glioma,1108,false,2002-07-26 00:00:00,Abbott Laboratories,13601,Phase 2 Clinical,1999-01-01 00:00:00,C2,9,Neoplasm,230
