Ancestry,DevStatus,DevStatusId,Drug,DrugId,Endpoint,Indication,IndicationId,OriginatorSponsored,Patients,ProtocolTitle,TrialEndDateActual,TrialEndDateCalc,TrialEndDateEstimate,TrialEndDateGiven,TrialId,TrialStartDate,TrialStatus
null,Phase 4 Clinical,C4,SA-14-14-2,60890,"Safety,Efficacy",Measles virus infection,1,N,628,Evaluation of the immunogenicity and safety of Japanese encephalitis vaccine when given with measles-mumps-rubella vaccine,null,2018-03-31 00:00:00,null,null,268796,2016-10-01 00:00:00,Not yet recruiting
null,Phase 2 Clinical,C2,Menveo,39031,"Safety,Efficacy",Measles virus infection,1,N,216,B Cell Response to a Primary and a Booster Course of the Novartis Meningococcal ACWY Conjugate Vaccine in Healthy Infants,2009-06-30 00:00:00,2008-12-31 00:00:00,null,2009-06-30 00:00:00,10223,2007-07-31 00:00:00,Completed
null,Phase 3 Clinical,C3,M-M-RvaxPRO,89684,"Safety,Efficacy",Measles virus infection,1,N,284,Immunogenicity and Safety of V-419 (PR-51) in Combination With MCC in Infants and Toddlers,2013-09-27 00:00:00,2013-12-28 00:00:00,null,2013-09-27 00:00:00,85664,2012-03-30 00:00:00,Completed
null,Phase 3 Clinical,C3,Nimenrix,55366,"Safety,Efficacy",Measles virus infection,1,N,312,Concomitant Administration of a New Hexavalent Vaccine With a Meningococcal Serogroup C Conjugate Vaccine in Healthy Infants During Primary Series Immunization Followed by Booster Vaccination,2015-02-28 00:00:00,2015-01-28 00:00:00,null,2015-02-28 00:00:00,124248,2013-04-30 00:00:00,Completed
null,Phase 3a Clinical,C3A,varicella-zoster vaccine (Varivax/Zostavax),4645,"Safety,Efficacy",Measles virus infection,1,N,4538,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biological's Combined Measles-mumps-rubella (MMR) Vaccine in Children in Their Second Year of Life,2015-08-18 00:00:00,2014-04-09 00:00:00,null,2015-08-18 00:00:00,91153,2012-10-10 00:00:00,Completed
null,Phase 3 Clinical,C3,ProQuad,47279,"Safety,Efficacy",Measles virus infection,1,N,1620,Comparative Study of Immunogenicity and Safety of a two-dose Regimen of ProQuad Manufactured With rHA,2008-12-29 00:00:00,2009-05-14 00:00:00,null,2008-12-29 00:00:00,11632,2007-11-29 00:00:00,Completed
null,Phase 3a Clinical,C3A,Priorix,11457,"Safety,Efficacy",Measles virus infection,1,N,4011,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biologicals' Combined Measles-mumps-rubella (MMR) Vaccine in Subjects 4 to 6 Years of Age,2015-11-09 00:00:00,2013-12-19 00:00:00,null,2015-11-09 00:00:00,88475,2012-06-21 00:00:00,Completed
null,Phase 2 Clinical,C2,varicella-zoster vaccine (Varivax/Zostavax),4645,"Safety,Efficacy",Measles virus infection,1,N,1220,"Immunogenicity of GSK's MMR Vaccine (209762) versus M-M-R II, When Given With Routine Vaccines at 12 to 15 Months of Age",2012-06-30 00:00:00,2010-12-28 00:00:00,null,2012-06-30 00:00:00,79465,2009-06-30 00:00:00,Completed
null,Phase not specified,NS,ProQuad,47279,"Safety,Efficacy",Measles virus infection,1,Y,799,"A Double-blind, Multicenter Study To Evaluate The Safety, Tolerability And Immunogenicity Of ProQuad For The Prevention Of Measles, Mumps, Rubella And Chicken Pox In Children",null,2005-10-28 00:00:00,null,null,15301,2004-05-14 00:00:00,No longer recruiting
null,Phase 3 Clinical,C3,varicella-zoster vaccine (Varivax/Zostavax),4645,"Safety,Efficacy,Pharmacokinetics",Measles virus infection,1,N,5016,Consistency Study of GlaxoSmithKline(GSK) Biologicals MMR Vaccine (209762)(Priorix) Comparing Immunogenicity and Safety to Merck and Co Inc's MMR Vaccine (MMR II) in Children 12 to 15 Months of Age,2015-04-16 00:00:00,2014-05-09 00:00:00,null,2015-04-16 00:00:00,94105,2012-11-09 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,M-M-R II,3643,"Safety,Efficacy",Measles virus infection,1,N,105,Immune Responses to Two Dose Varivax +/- MMR-II,2007-07-01 00:00:00,2007-04-16 00:00:00,2007-07-31 00:00:00,2007-07-01 00:00:00,11515,2005-10-31 00:00:00,Terminated
null,Phase 3 Clinical,C3,Varilrix,9474,"Safety,Efficacy",Measles virus infection,1,N,450,Comparison of GSK Measles-Mumps-Rubella-Varicella (MMRV) Vaccine Versus Priorix,2011-02-21 00:00:00,2011-05-10 00:00:00,null,2011-02-21 00:00:00,60050,2009-11-09 00:00:00,Completed
null,Phase 2 Clinical,C2,Priorix-Tetra,17141,"Safety,Efficacy",Measles virus infection,1,Y,1783,Immunogenicity and Safety of GlaxoSmithKline Biologicals' MMRV Vaccine versus ProQuad in Children 12 to 14 Months of Age,2009-03-31 00:00:00,2009-05-15 00:00:00,null,2009-03-31 00:00:00,11526,2007-11-30 00:00:00,Completed
null,Phase not specified,NS,M-M-R II,3643,"Safety,Efficacy",Measles virus infection,1,Y,799,"A Double-blind, Multicenter Study To Evaluate The Safety, Tolerability And Immunogenicity Of ProQuad For The Prevention Of Measles, Mumps, Rubella And Chicken Pox In Children",null,2005-10-28 00:00:00,null,null,15301,2004-05-14 00:00:00,No longer recruiting
null,Phase 2 Clinical,C2,Priorix,11457,"Safety,Efficacy",Measles virus infection,1,N,400,"Immunogenicity, Safety of Measles-mumps-rubella-varicella Vaccine (MeMuRu-OKA) Compared to Priorix Given With Varilrix",2006-11-30 00:00:00,2007-10-29 00:00:00,null,2006-11-30 00:00:00,187831,2006-04-30 00:00:00,Completed
null,Phase 2 Clinical,C2,M-M-R II,3643,"Safety,Efficacy,Pharmacodynamics",Measles virus infection,1,Y,467,"A phase II, multicenter, open, randomized study to compare the safety and immunogenicity of MMR vaccine, Berna with MMR vaccine, Merck & Co in children",null,2007-06-30 00:00:00,null,null,17279,2005-12-31 00:00:00,Completed
