Ancestry,ArmCount,DevStatus,DevStatusId,Drug,DrugId,Endpoint,EndpointReached,HasHealthyVolunteers,HighestDevStatusForInd,HighestDevStatusForIndId,Indication,IndicationId,ProtocolAcronym,ProtocolTitle,Sponsor,StudyType,TrialId,TrialStartDate,TrialStatus
null,2,Phase 2/Phase 3 Clinical,C23,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,STS,Efficacy and Safety Study of Sodium Tanshinone IIA Sulfonate on Pulmonary Hypertension,The First Affiliated Hospital of Guangzhou Medical College,Interventional,197318,2013-05-31 00:00:00,Recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Hypertension,178,null,To Yield Further Information On The Efficacy And Safety Of Viagra Among Subjects With Arterial Hypertension,Pfizer Inc,Interventional,21127,2005-03-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Erectile dysfunction,186,null,Assessment Of Sildenafil On Erectile Function And Intercourse Satisfaction And To Validate A New Subject Questionnaire,Pfizer Inc,Interventional,43245,2005-11-30 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Erectile dysfunction,186,null,Quality of Erection Study,Pfizer Inc,Interventional,30940,2005-05-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",Y,N,Launched,L,Erectile dysfunction,186,null,Effectiveness and Safety of Viagra in Men With ED and LUTS Due to Benign Prostatic Hyperplasia (BPH),Pfizer Inc,Interventional,43243,2004-03-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,Y,PHASE NOT SPECIFIED,NS,null,null,null,"Randomized, Controlled Trial of Regular Sildenafil Citrate in the Prevention of Altitude Illness",Altitude Physiology Expeditions,Interventional,21817,2003-03-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Eisenmenger syndrome,2087,null,Safety and Tolerability of Sildenafil in Patients With Eisenmenger Physiology,Imperial College London,Interventional,140252,2007-05-10 00:00:00,Recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Chronic obstructive pulmonary disease,1185,null,"Acute Effect of Sildenafil on Exercise Tolerance and Functional Capacity in Chronic Obstructive Pulmonary Disease, Idiopathic Pulmonary Fibrosis and Post Pneumonectomy Patients",Rabin Medical Center,Interventional,78828,2011-09-30 00:00:00,Recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Diabetic neuropathy,101,null,"An open-label, dose-finding trial of Viagra for the treatment of neuropathic pain (in diabetes mellitus)",Cornell University,Interventional,8173,2004-08-31 00:00:00,Completed
null,3,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Duchenne dystrophy,2020,null,Comparative Study of Strategies for Management of Duchenne Myopathy (DM),Assiut University,Interventional,350407,2018-09-30 00:00:00,Not yet recruiting
null,3,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Myopathy,672,null,Comparative Study of Strategies for Management of Duchenne Myopathy (DM),Assiut University,Interventional,350407,2018-09-30 00:00:00,Not yet recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,Pulmonary Arterial Hypertension Secondary to Idiopathic Pulmonary Fibrosis And Treatment With Sildenafil,University of California Los Angeles,Interventional,21142,2007-02-28 00:00:00,Terminated
null,2,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Erectile dysfunction,186,null,Clinical Study for Phosphodiesterase 5 Inhibitor (PDE5i) on Endothelial Function Improvement in Cardiovascular Patients: A Randomized Controlled Trial,Xiangya Hospital Of Central South University,Interventional,377649,2019-05-01 00:00:00,Not yet recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Bioavailability,Pharmacodynamics",N,N,PHASE NOT SPECIFIED,NS,Sickle cell anemia,303,null,Endothelial Function in Patients With Sickle Cell Anemia Before and After Sildenafil,The Baruch Padeh Medical Center Poriya,Interventional,58693,2009-09-30 00:00:00,Terminated
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Erectile dysfunction,186,null,Effect of Sildenafil on Quality of Sexual Life in Mild to Normally Sexually Functioning Males,Rambam Health Care Campus,Interventional,30943,2005-09-30 00:00:00,Recruiting
null,2,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,N,Launched,L,Pulmonary artery hypertension,3510,BosSilSS,To Compare the Efficacy of Combination Therapy Versus Monotherapy for Pulmonary Arterial Hypertension in Systemic Sclerosis,Postgraduate Institute of Medical Education and Research,Interventional,288327,2016-12-31 00:00:00,Recruiting
null,2,Phase 4 Clinical,C4,sildenafil citrate,8713,Pharmacokinetics,N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,"The Possibility for Avoidance of Mutual Pharmacokinetic Interaction between Sildenafil and Bosentan, Staggering Administration Timing of the Two Drugs",Hamamatsu University School of Medicine,Interventional,119169,2009-02-01 00:00:00,Recruiting
null,3,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,Comparison of Efficacy Different Treatment Regimens in Pulmonary Hypertension Secondary to Lung Disease and or Hypoxia,All India Institute of Medical Sciences,Interventional,81489,2011-08-31 00:00:00,Recruiting
null,4,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Female infertility,1080,null,Sildenafil Effect After Ovulation Induction,Cairo University,Interventional,270883,2016-08-31 00:00:00,Not yet recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Diabetic cardiomyopathy,2569,CECSID,Cardiovascular Effects of Chronic Sildenafil in Men With Type 2 Diabetes,Universita degli Studi di Roma La Sapienza,Interventional,16672,2008-01-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,SIOVAC,Sildenafil for Secondary Pulmonary Hypertension Due to Valvular Disease,"Fundación Para La Investigación Biomédica Del Hospital Gregorio Marañon, Hospital General Universitario Gregorio Marañon",Interventional,48975,2009-04-30 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy,Pharmacodynamics",N,N,PHASE NOT SPECIFIED,NS,Resistant hypertension,3663,null,Investigation of Combined Phosphodiesterase-5 inhibitor and Isosorbide mononitrate for the Treatment of Resistant Hypertension,University of Edinburgh,Interventional,140546,2005-07-05 00:00:00,Recruiting
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Cardiac failure,55,SIDAMI,Sildenafil and Diastolic Dysfunction After Acute Myocardial Infarction (AMI),"Rigshospitalet, Denmark",Interventional,63348,2009-12-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sildenafil citrate,8713,"Safety,Efficacy",N,Y,PHASE NOT SPECIFIED,NS,Chronic fatigue syndrome,1058,null,"Use of Sildenafil (Viagra) to Alter Fatigue, Functional Status and Impaired Cerebral Blood Flow in Patients With CFS",Charles R. Drew University of Medicine and Science,Interventional,11863,2002-07-31 00:00:00,Completed
null,2,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Congenital heart defect,1541,null,Study of Effects of Sildenafil on Patients With Fontan Heart Circulation,Medical University of South Carolina,Interventional,116933,2013-02-28 00:00:00,Completed
null,2,Phase 4 Clinical,C4,sildenafil citrate,8713,Pharmacodynamics,N,N,PHASE NOT SPECIFIED,NS,Angina,23,null,Blood Pressure Interaction Between Sildenafil and Sublingual Glyceryl Trinitrate (GTN) in Men With Angina,University of Edinburgh,Interventional,23121,2004-01-31 00:00:00,Completed
null,3,Phase 4 Clinical,C4,sildenafil citrate,8713,Efficacy,N,Y,PHASE NOT SPECIFIED,NS,Emphysema,111,null,Hypoxic Pulmonary Vasoconstriction Pilot Study,University of Iowa,Interventional,359411,2011-06-29 00:00:00,Completed
null,1,Phase not specified,NS,sildenafil citrate,8713,"Safety,Efficacy",Y,N,Launched,L,Erectile dysfunction,186,null,"A double-blind, randomized, placebo-controlled, cross-over study to determine the efficacy and safety of sildenafil on penile erectile activity in male patients with erectile dysfunction of no established organic cause",Pfizer Inc,Interventional,52214,1996-12-31 00:00:00,Status not specified
null,1,Phase not specified,NS,sildenafil citrate,8713,Efficacy,Y,N,Launched,L,Erectile dysfunction,186,null,"A multicenter, open-label study to assess the efficacy of sildenafil in erectile dysfunction patients",Universita Vita-Salute San Raffaele,Interventional,115506,2003-03-26 00:00:00,Status not specified
null,1,Phase not specified,NS,sildenafil citrate,8713,"Safety,Efficacy",Y,N,Launched,L,Erectile dysfunction,186,null,Effect of Nightly Versus 'As Needed' (Prn) Sildenafil on Early Return of Erectile Function Following Laparoscopic Radical Prostatectomy,Johns Hopkins University,Interventional,33868,2006-03-31 00:00:00,Completed
null,3,Phase not specified,NS,sildenafil citrate,8713,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Idiopathic pulmonary arterial hypertension,3661,null,A retrospective study to assess the short- and long-term effects of combining bosentan and sildenafil therapy in pulmonary arterial hypertension patients in a real-world setting,Actelion Pharmaceuticals Ltd,Interventional,240473,null,Status not specified
null,1,Phase not specified,NS,sildenafil citrate,8713,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Male sexual dysfunction,369,null,"A prospective, parallel-group, randomized, double-blind, placebo-controlled study to evaluate the safety and efficacy of sildenafil for the treatment of antidepressant-associated sexual dysfunction",University of New Mexico,Interventional,73409,2000-11-01 00:00:00,Status not specified
null,2,Phase not specified,NS,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Pulmonary artery hypertension,3510,null,Drug Therapy and Surgery in Congenital Heart Disease With Pulmonary Hypertension,University of Sao Paulo,Interventional,85511,2011-09-30 00:00:00,Recruiting
null,1,Phase not specified,NS,sildenafil citrate,8713,Efficacy,N,Y,PHASE NOT SPECIFIED,NS,null,null,null,Effect of sildenafil versus placebo on sexuality in women younger than 45 years,Laboratorios Liomont Sa De Cv,Interventional,164163,null,Status not specified
null,1,Phase not specified,NS,sildenafil citrate,8713,Efficacy,N,Y,PHASE NOT SPECIFIED,NS,null,null,null,Does Sildenafil Increase Exercise Performance in Air Pollution?,Marywood University,Interventional,38783,2008-12-30 00:00:00,Completed
null,1,Phase not specified,NS,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,The Effect of Sildenafil on Diffusion Capacity Measurements in Patients With Pulmonary Hypertension and Parenchymal Lung Disease,Cleveland Clinic Foundation,Interventional,155478,2009-06-30 00:00:00,Completed
null,2,Phase not specified,NS,sildenafil citrate,8713,"Bioequivalence,Pharmacokinetics",N,N,PHASE NOT SPECIFIED,NS,null,null,null,"Open, randomized, crossover study of comparative pharmacokinetics and bioequivalence of drugs Silden tablets, coated membrane shell, 100 mg (Sopharma AD, Bulgaria) and Viagra tablets, film-coated, 100 mg (Pfizer PGM, France)",NPC probiotek,Interventional,215279,2014-10-24 00:00:00,Status not specified
null,2,Phase not specified,NS,sildenafil citrate,8713,Efficacy,Y,N,Launched,L,Erectile dysfunction,186,null,A prospective randomised study to compare sildenafil versus nasal continuous positive airway pressure in patients with Severe obstructive sleep apnoea syndrome and erectile dysfunction,Universita degli Studi di Roma La Sapienza,Interventional,244154,null,Status not specified
null,2,Phase not specified,NS,sildenafil citrate,8713,"Safety,Efficacy",Y,N,Launched,L,Pulmonary artery hypertension,3510,null,"A randomized, open-label study to compare the efficacy of first-line treatment with bosentan or sildenafil in pulmonary arterial hypertension patients",Universita di Bologna,Interventional,105201,2012-08-27 00:00:00,Status not specified
null,1,Phase not specified,NS,sildenafil citrate,8713,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Age related macular degeneration,1226,null,"A comparative, cross-over, double-blind, placebo-controlled, randomized trial to  evaluate the acute effects of sildenafil citrate (Viagra) on visual function in subjects with early-stage age-related macular degeneration",Retina Foundation of the Southwest,Interventional,112566,2002-05-31 00:00:00,Status not specified
null,1+,Phase not specified,NS,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,Iloprost for the Treatment of Pulmonary Hypertension in Adults With Congenital Heart Disease,University of California Los Angeles,Interventional,75685,2011-06-30 00:00:00,Terminated
null,1,Phase 1 Clinical,C1,sildenafil citrate,8713,"Bioavailability,Pharmacokinetics",N,Y,Launched,L,Erectile dysfunction,186,null,Pharmacokinetics Of Sildenafil Orally Disintegrating Tablet Formulation Given With Or Without Food,Pfizer Inc,Interventional,201682,2010-12-31 00:00:00,Completed
null,2+,Phase 1 Clinical,C1,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Habitual abortion,3735,null,Sildenafil Citrate in Early Unexplained Recurrent Pregnancy Loss,Ain Shams University,Interventional,362670,2018-01-01 00:00:00,Completed
null,2,Phase 1 Clinical,C1,sildenafil citrate,8713,"Safety,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,Cardiac failure,55,null,"Safety, Tolerability, and Pharmacokinetic Parameters of Sodium Nitrite Inhalation Solution in Healthy Subjects",Aires Pharmaceuticals Inc,Interventional,79793,2011-07-31 00:00:00,Completed
null,2,Phase 1 Clinical,C1,sildenafil citrate,8713,"Efficacy,Pharmacokinetics",N,Y,Discontinued,DX,Female sexual dysfunction,1276,null,Interaction Between Fluvoxamine and Sildenafil,University of Heidelberg,Interventional,46003,2003-02-28 00:00:00,Completed
null,2,Phase 1 Clinical,C1,sildenafil citrate,8713,"Efficacy,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,Bulimia nervosa,51,null,Interaction Between Fluvoxamine and Sildenafil,University of Heidelberg,Interventional,46003,2003-02-28 00:00:00,Completed
null,7,Phase 1 Clinical,C1,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,Nitric Oxide and Transfusion Therapy for Sickle Cell Patients With Pulmonary Hypertension,National Heart Lung and Blood Institute,Interventional,188839,2001-07-27 00:00:00,Completed
null,1,Phase 1 Clinical,C1,sildenafil citrate,8713,"Safety,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,Hepatitis C virus infection,153,BOC_PK,The Boceprevir and Sildenafil Pharmacokinetics Study,Imperial College London,Interventional,83588,2012-12-31 00:00:00,Completed
null,2,Phase 1 Clinical,C1,sildenafil citrate,8713,"Bioequivalence,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,null,null,null,"Open, two-stage, single-center, randomized, crossover, comparative study of the pharmacokinetics and bioequivalence of drugs ""EFFEKS sildenafil"", tablets, film-coated 100 mg, manufactured by JSC ""Evalar"", Russia and ""Viagra"", tablets, film-coated 100 mg, manufactured by ""Pfizer PGM"" France, in healthy volunteers following a single dose on an empty stomach",ZAO "Evalar",Interventional,235835,2015-08-01 00:00:00,Status not specified
Asian Ancestry,2,Phase 1 Clinical,C1,sildenafil citrate,8713,"Safety,Bioequivalence,Pharmacokinetics",Y,Y,PHASE NOT SPECIFIED,NS,null,null,null,"A single-dose, randomized, open-label bioequivalence study of sildenafil citrate tablets (specification 50 mg) in Chinese healthy male volunteers","Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd, Xiangya Hospital Of Central South University",Interventional,257238,null,Status not specified
null,2,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy,Pharmacodynamics",Y,N,Launched,L,Erectile dysfunction,186,RHOKET,SAR-407899 Single-Dose in Treatment of Mild to Moderate Erectile Dysfunction,Sanofi SA,Interventional,57538,2009-05-31 00:00:00,Completed
Asian Ancestry,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,Y,N,Launched,L,Erectile dysfunction,186,SILRALP,Early Start of Oral Sildenafil 100 mg for Erectile Dysfunction After Robotic Assisted Laparoscopic Radical Prostatectomy,Seoul National University Hospital,Interventional,63577,2010-06-30 00:00:00,Recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Becker muscular dystrophy,3289,null,"Effect of Modulating the nNOS System on Cardiac, Muscular and Cognitive Function in Becker Muscular Dystrophy Patients","Rigshospitalet, Denmark",Interventional,77236,2011-11-30 00:00:00,Completed
null,2,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Vitamin D deficiency,3790,null,effect of vitamin D in treatment of men with sexual dysfunction,Mazandaran University of Medical Sciences,Interventional,302175,2015-06-26 00:00:00,No longer recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy,Pharmacokinetics",N,N,PHASE NOT SPECIFIED,NS,Lung malformation,797,SIL02,Safety of Sildenafil in Premature Infants,University of North Carolina,Interventional,297481,2018-04-02 00:00:00,Recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,Y,Y,PHASE NOT SPECIFIED,NS,Hypoxia,1053,null,Endurance Performance at Altitude,University of British Columbia,Interventional,357297,2015-11-01 00:00:00,Completed
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Heart disease,626,null,To study the positive effect of Sidenafil on quality of life and exercise capacity in heart disease patients,Postgraduate Institute of Medical Education and Research,Interventional,326644,2016-01-02 00:00:00,Completed
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,N,Discontinued,DX,Female sexual dysfunction,1276,null,Comparison of the effect of cognitive-behavioral therapy and treatment with sildenafil on sexual function and marital satisfaction in women,Kashan University of Medical Sciences and Health Services,Interventional,207454,2013-12-22 00:00:00,No longer recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Heart transplantation,2982,null,Phosphodiesterase-5 (PDE-5) Inhibition in Heart Transplant Recipients,University of Minnesota - Clinical and Translational Science Institute,Interventional,116489,2010-10-31 00:00:00,Terminated
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,Y,PHASE NOT SPECIFIED,NS,Hypoxia,1053,RIDSTRESS,Does Sildenafil Reduce The Risk Of Fetal Distress In Labor?,"Mater Health Services' Adult Hospital, Brisbane, Qld, Mater Medical Research Institute",Interventional,226604,2015-09-29 00:00:00,Recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Rheumatoid arthritis,291,null,Does Sildenafil Improve Endothelial Dysfunction in Rheumatoid Arthritis?,University of Pittsburgh,Interventional,272232,2017-04-01 00:00:00,Recruiting
null,3,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Polycystic ovary syndrome,1699,null,The Effect of Sildenafil Citrate on the Success Rate of Ovulation Induction Using Clomiphene,Ain Shams University,Interventional,251810,2016-01-10 00:00:00,Completed
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Best macular dystrophy,5723,null,A two-year trial to evaluate the PDE5/6 inhibition with sildenafil to reduce choroidal ischemia and treat age-related macular degeneration,"National Cancer Institute, National Institutes of Health",Interventional,348811,null,Status not specified
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Erectile dysfunction,186,DMED,DMED,Malaysian Urological Association,Interventional,365247,2018-12-17 00:00:00,Not yet recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,"Effectiveness of a Sildenafil Citrate Suspension for Pulmonary Hypertension in Children: A Randomized, Pragmatic Trial",Fundacao Oswaldo Cruz (Fiocruz),Interventional,135146,2008-05-01 00:00:00,Completed
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,Y,PHASE NOT SPECIFIED,NS,Traumatic brain injury,3733,null,Sildenafil for Cerebrovascular Dysfunction in Chronic Traumatic Brain Injury,Uniformed Services University of the Health Sciences,Interventional,103991,2013-01-31 00:00:00,Completed
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,Y,PHASE NOT SPECIFIED,NS,Fetal growth restriction,3103,null,Sildenafil and Uteroplacental Perfusion,Tehran University of Medical Sciences,Interventional,65800,2008-06-30 00:00:00,Recruiting
null,2,Phase 2 Clinical,C2,sildenafil citrate,8713,Efficacy,N,N,Launched,L,Erectile dysfunction,186,null,Pharmacological Penile Rehabilitation in the Preservation of Erectile Function Following Bilateral Nerve-Sparing Radical Prostatectomy,Memorial Sloan-Kettering Cancer Center,Interventional,59478,2009-08-31 00:00:00,No longer recruiting
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,Sildenafil to Increase Exercise Capacity in Individuals With Idiopathic Pulmonary Fibrosis and Pulmonary Hypertension,National Heart Lung and Blood Institute,Interventional,23248,2004-11-30 00:00:00,Completed
null,1,Phase 2 Clinical,C2,sildenafil citrate,8713,"Safety,Efficacy",N,N,Phase 3 Clinical,C3,Persistent pulmonary hypertension of the newborn,3660,null,To compare between iv and oral preparations of sildenafil in persistent pulmonary hypertension of newborn,Bharati Hospital research,Interventional,378480,2019-05-01 00:00:00,Not yet recruiting
null,2,Phase 3 Clinical,C3,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,Study Providing Monotherapy (Sitaxsentan) And Combination Therapy (Sitaxsentan + Sildenafil) To Subjects With Pulmonary Arterial Hypertension (PAH) To Assess Long-Term Safety,Pfizer Inc,Interventional,36901,2010-07-31 00:00:00,Terminated
null,3,Phase 3 Clinical,C3,sildenafil citrate,8713,"Safety,Efficacy,Pharmacokinetics",Y,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,IMPRES,Imatinib (QTI-571) in Pulmonary Arterial Hypertension,Novartis AG,Interventional,55258,2009-09-30 00:00:00,Completed
null,1,Phase 3 Clinical,C3,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Cardiac failure,55,SilHF,Sildenafil Versus Placebo in Chronic Heart Failure,Helse Stavanger HF,Interventional,88258,2013-03-31 00:00:00,No longer recruiting
null,3,Phase 3 Clinical,C3,sildenafil citrate,8713,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,VISION,Ventavis Inhalation With Sildenafil to Improve and Optimize Pulmonary Arterial Hypertension,Actelion Ltd,Interventional,5726,2006-02-28 00:00:00,Terminated
null,1,Phase 3 Clinical,C3,sildenafil citrate,8713,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Fetal growth restriction,3103,Dutch STRIDER,Sildenafil Therapy In Dismal Prognosis Early-onset Fetal Growth Restriction,"Academic Medical Center, University of Amsterdam",Interventional,214341,2015-01-31 00:00:00,Terminated
null,1,Phase 3 Clinical,C3,sildenafil citrate,8713,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Pulmonary hypertension,1867,null,The Assessment of Right Ventricular Contractility in Response to Sildenafil,Hospital for Sick Children,Interventional,25811,2008-08-31 00:00:00,Suspended
