Action,ActionId,AuthorityGroup,Company,CompanyId,CompanyOwnershipRelationship,Country,CountryId,Drug,DrugId,DrugRelationship,EntityType,HighestPatStatus,HighestPatStatusForCnty,HighestPatStatusId,HighestPatStatusIdForCnty,Indication,IndicationId,LatestChange,ParentCompany,ParentCompanyId,Patent,PatentId,Status,StatusDate,StatusId,StatusSortCode,TherapyArea,TherapyAreaId
VEGF ligand inhibitor,12521,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Diabetes mellitus,97,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Endocrine disease,112
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory disease,188,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory bowel disease,189,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Multiple sclerosis,213,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Psoriasis,281,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Rheumatoid arthritis,291,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Systemic lupus erythematosus,318,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Ulcerative colitis,337,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Neoplasm,230
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Infectious disease,746
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Crohns disease,84,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Insulin-like growth factor 1 receptor antagonist,3252,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Diabetes mellitus,97,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Endocrine disease,112
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory disease,188,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory bowel disease,189,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Multiple sclerosis,213,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Psoriasis,281,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Rheumatoid arthritis,291,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Systemic lupus erythematosus,318,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Ulcerative colitis,337,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Neoplasm,230
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Infectious disease,746
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Crohns disease,84,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF1 receptor antagonist,3682,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Diabetes mellitus,97,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Endocrine disease,112
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory disease,188,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory bowel disease,189,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Multiple sclerosis,213,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Psoriasis,281,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Rheumatoid arthritis,291,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Systemic lupus erythematosus,318,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Ulcerative colitis,337,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Neoplasm,230
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Infectious disease,746
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Crohns disease,84,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
FGF2 receptor antagonist,3685,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Diabetes mellitus,97,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Endocrine disease,112
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory disease,188,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory bowel disease,189,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Multiple sclerosis,213,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Psoriasis,281,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Rheumatoid arthritis,291,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Systemic lupus erythematosus,318,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Ulcerative colitis,337,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Neoplasm,230
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Infectious disease,746
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Crohns disease,84,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
Erbb2 tyrosine kinase receptor inhibitor,3756,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Diabetes mellitus,97,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Endocrine disease,112
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory disease,188,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory bowel disease,189,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Multiple sclerosis,213,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Psoriasis,281,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Rheumatoid arthritis,291,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Systemic lupus erythematosus,318,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Ulcerative colitis,337,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Neoplasm,230
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Infectious disease,746
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Crohns disease,84,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
VEGF-1 receptor antagonist,3846,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Diabetes mellitus,97,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Endocrine disease,112
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory disease,188,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Inflammatory bowel disease,189,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Inflammatory disease,188
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Multiple sclerosis,213,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Psoriasis,281,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Rheumatoid arthritis,291,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Systemic lupus erythematosus,318,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Dermatological disease,95
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Ulcerative colitis,337,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Immune disorder,185
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Cancer,651,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Neoplasm,230
CD3 antagonist,5025,null,Zyngenia Inc,1050617,Owner,World,WO,"adalimumab + anti-Ang2 Zybody (inflammatory disease), Zyngenia",71794,General interest,null,First Publication,First Publication,PUB,PUB,Infectious disease,746,null,Zyngenia Inc,1050617,WO-2012162561,PA7191557,First Publication,2012-11-29 00:00:00,PUB,2,Infectious disease,746
