Ancestry,ArmCount,DevStatus,DevStatusId,Drug,DrugId,Endpoint,EndpointReached,HasHealthyVolunteers,HighestDevStatusForInd,HighestDevStatusForIndId,Indication,IndicationId,ProtocolAcronym,ProtocolTitle,Sponsor,StudyType,TrialId,TrialStartDate,TrialStatus
null,1,Phase 1 Clinical,C1,naratriptan,3235,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Y,N,Launched,L,Migraine,210,null,"A phase I, open-label, two-period, crossover study followed by a double-blind, randomized, placebo-controlled, single-period, parallel study to evaluate the pharmacokinetics and pharmacodynamics of oral naratriptan in migraine subjects",GlaxoSmithKline plc,Interventional,77256,1996-01-24 00:00:00,Completed
null,1,Phase 3 Clinical,C3,naratriptan,3235,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A phase III, randomized, parallel-group, double-blind, placebo-controlled, dose-ranging, single attack, outpatient study to evaluate the efficacy, safety and tolerability of naratriptan in an adolescent migraine population",GlaxoSmithKline plc,Interventional,77209,1995-09-01 00:00:00,Completed
null,3+,Phase 1 Clinical,C1,naratriptan,3235,"Safety,Pharmacokinetics,Pharmacodynamics",Y,Y,Launched,L,Migraine,210,null,"A phase I, randomized, double-blind, placebo-controlled, four-way crossover study to evaluate the interaction of naratriptan and ergotamine in healthy volunteers",GlaxoSmithKline plc,Interventional,77203,1995-10-27 00:00:00,Completed
null,1,Phase 1 Clinical,C1,naratriptan,3235,"Safety,Pharmacokinetics,Pharmacodynamics",Y,Y,Launched,L,Migraine,210,null,"A phase I, open-label, single-dose, parallel group study to evaluate the pharmacokinetics of naratriptan in subjects with impaired hepatic function",GlaxoSmithKline plc,Interventional,77201,1995-10-23 00:00:00,Completed
null,2,Phase not specified,NS,naratriptan,3235,Efficacy,N,N,Launched,L,Migraine,210,null,A Preference Trial with Naratriptan 2.5 mg and Paracetamol 1000 mg in Migraine Patients in the General Practice,Leiden University Medical Center,Interventional,133254,2005-01-01 00:00:00,Completed
null,1,Phase not specified,NS,naratriptan,3235,Efficacy,Y,N,Launched,L,Migraine,210,null,"A Crossover, Double-blind, Multicenter, Placebo-controlled, Randomized Study To Evaluate The Effect Of Naratriptan On Myocardial Blood Flow And Coronary Vasodilator Reserve In Migraineurs",Imperial College School of Medicine,Interventional,109370,2000-07-12 00:00:00,Status not specified
null,1,Phase not specified,NS,naratriptan,3235,Efficacy,Y,N,Launched,L,Migraine,210,null,A  multicenter study for evaluation of migraineurs' preferences for naratriptan over conventional first-line agents,Headache Care Center,Interventional,106787,2000-08-31 00:00:00,Status not specified
null,3,Phase 4 Clinical,C4,tandospirone,3619,Efficacy,N,N,Launched,L,Anxiety disorder,25,null,"Comparison of Tandospirone, Amlodipine and Their Combination in Adults With Hypertension and Anxiety",Chongqing Medical University,Interventional,353222,2019-02-01 00:00:00,Not yet recruiting
null,2,Phase 2 Clinical,C2,mosapride,3658,Efficacy,N,N,Discontinued,DX,Dyspepsia,432,null,Prokinetics for functional dyspepsia,Kawasaki Medical School,Interventional,271387,2016-11-01 00:00:00,Completed
null,1,Phase 2 Clinical,C2,mosapride,3658,Efficacy,Y,N,Discontinued,DX,Dyspepsia,432,null,A phase II study to evaluate the efficacy of mosapride in the treatment of non-ulcer dyspepsia patients,Dainippon Pharmaceutical Co Ltd,Interventional,19483,1992-12-31 00:00:00,Status not specified
null,1,Phase not specified,NS,mosapride,3658,Efficacy,Y,Y,Discontinued,DX,Dyspepsia,432,null,Effect of Mosapride on gastric accommodation,National Center Of Neurology & Psychiatry,Interventional,190329,2011-11-08 00:00:00,Completed
null,1,Phase 3 Clinical,C3,xaliproden,4474,"Safety,Efficacy",N,N,Discontinued,DX,Alzheimers disease,14,null,18-Month Study of the Efficacy of Xaliproden (SR-57746A) in Patients With Mild-to-Moderate Dementia of the Alzheimer's Type,Sanofi SA,Interventional,1358,2003-11-30 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",N,Y,Launched,L,Cluster headache,73,null,Sumatriptan 4 mg Statdose in the Acute Treatment of Cluster Headache,Diamond Headache Clinic,Interventional,56654,2006-11-30 00:00:00,Recruiting
null,2,Phase 1 Clinical,C1,sumatriptan,4491,"Bioequivalence,Bioavailability,Pharmacokinetics",N,Y,Launched,L,Cluster headache,73,null,Compare PK and Bioavailability of Two NP-101 Patches With Oral Imitrex in Healthy Adults,Teva Pharmaceutical Industries Ltd,Interventional,178045,2009-12-31 00:00:00,Completed
null,1,Phase not specified,NS,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Cluster headache,73,null,Sumatriptan nasal spray in cluster headache,Skåne University Hospital,Interventional,105756,1998-09-30 00:00:00,Status not specified
null,1,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A phase IV, randomized, double-blind, placebo-controlled, single-attack, parallel-group, outpatient study to  evaluate the efficacy and safety of sumatriptan (100 mg) tablets versus placebo in the treatment of self-described and/or physician-diagnosed sinus headaches that meet International Headache Society (IHS) criteria for migraine headache",GlaxoSmithKline plc,Interventional,88123,2002-05-23 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A phase IV, randomized, double-blind, placebo-controlled, single-attack, parallel-group, two-phase study to evaluate efficacy and safety of sumatriptan 100 mg tablets versus placebo in the treatment of subjects who affirm tension, tension-type or stress headaches and who meet international headache society (IHS) criteria for migraine",GlaxoSmithKline plc,Interventional,88119,2003-04-02 00:00:00,Status not specified
null,4,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A phase IV, prospective, multicenter, open-label, out-patient, validation study to evaluate the safety and association between disability (as measured by the headache impact test, HIT-6) and IHS migraine classification (as determined by expert panel diary review) and to observe any changes in HIT-6 score following treatment with oral sumatriptan 50 mg",GlaxoSmithKline plc,Interventional,88102,2000-02-27 00:00:00,Completed
null,1,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A phase IV, randomized, open-label, single-attack, parallel-group, outpatient study to compare the safety and efficacy of intake of sumatriptan 100 mg tablets at the first signs of migraine pain versus intake at moderate to severe headache during an acute migraine attack",GlaxoSmithKline plc,Interventional,87898,2002-06-04 00:00:00,Status not specified
null,2,Phase 2b Clinical,C2B,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,Dose-Ranging Study of a Drug for the Treatment of Acute Migraine,BioHaven Pharmaceutical Holding Co Ltd,Interventional,80591,2011-10-31 00:00:00,Completed
null,2+,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",N,N,Launched,L,Migraine,210,TRXvUsualTrptn,Does Treximet Improve Productivity and Patient Satisfaction Due to Sustained Response and Consistency of Response?,The Cleveland Clinic Research Institute,Interventional,64858,2009-09-30 00:00:00,Completed
null,2,Phase 3 Clinical,C3,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,A Study to Evaluate the Efficacy and Tolerability of Rizatriptan for Treatment of Acute Migraine,Merck Sharp & Dohme Corp,Interventional,54474,2009-06-10 00:00:00,Completed
null,2,Phase 1 Clinical,C1,sumatriptan,4491,"Safety,Bioavailability,Pharmacokinetics",N,Y,Launched,L,Migraine,210,null,Phase I Study to Compare NP-101 (Sumatriptan Iontophoretic Transdermal Patch) With Three Formulations of Imitrex,NuPathe Inc,Interventional,53833,2007-11-30 00:00:00,Completed
null,3,Phase 2 Clinical,C2,sumatriptan,4491,"Efficacy,Pharmacokinetics",N,Y,Launched,L,Migraine,210,null,The Effect of Sumatriptan and Placebo on CGRP Induced Headache,Danish Headache Center,Interventional,341395,2018-02-15 00:00:00,Completed
null,2,Phase 1 Clinical,C1,sumatriptan,4491,Pharmacokinetics,Y,N,Launched,L,Migraine,210,null,"An open-label, single-center, randomized, three-way crossover study to evaluate the pharmacokinetics of sumatriptan in patients with migraine",Avanir Pharmaceuticals Inc,Interventional,302739,null,Status not specified
null,3,Phase 1 Clinical,C1,sumatriptan,4491,"Safety,Pharmacokinetics,Pharmacodynamics",N,Y,Launched,L,Migraine,210,null,"Effect of Single, Oral Doses of Lasmiditan When Coadministered With Single Oral Doses of Sumatriptan in Healthy Participants",Eli Lilly & Co,Interventional,290533,2017-03-21 00:00:00,Completed
null,1,Phase 1 Clinical,C1,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy of Subcutaneous GR-43175C (6 mg and Optional 6 mg) in the Acute Treatment of Menstrual Migraine – With Optional Open Follow-Up Treatment: Phase I",GlaxoSmithKline plc,Interventional,216819,1992-04-02 00:00:00,Completed
null,7,Phase 4 Clinical,C4,sumatriptan,4491,Efficacy,N,N,Launched,L,Migraine,210,null,Cupping and Serkangabin Versus Conventional Migraine Treatment,Birjand University,Interventional,192354,2008-06-30 00:00:00,Completed
null,3,Phase 1 Clinical,C1,sumatriptan,4491,"Safety,Efficacy,Pharmacokinetics",Y,N,Launched,L,Migraine,210,null,"Study to Evaluate the Safety, Tolerability, and Blood Pressure Effect of an Oral Dose of Sumatriptan Alone and in Combination With MK-0974 (Telcagepant) in Migraine Patients",Merck Sharp & Dohme Corp,Interventional,17975,2007-11-20 00:00:00,Completed
null,1,Phase 1 Clinical,C1,sumatriptan,4491,"Safety,Efficacy,Pharmacodynamics",Y,N,Launched,L,Migraine,210,null,Evaluation of the Effect of GR-43175C on Blood Pressure in Hypertensive Migraine Patients,GlaxoSmithKline plc,Interventional,160495,1989-03-13 00:00:00,Completed
null,2,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"Evaluation of the Effectiveness and the Tolerability of Paracetamol 1000 mg + Caffeine 130 mg in the Treatment of the Migraine. Phase IV, Randomized, Double-blind, Double-dummy, versus Sumatriptan 50 mg and Placebo",Not Assigned,Interventional,130402,2010-07-27 00:00:00,Completed
European Ancestry,2+,Phase 4 Clinical,C4,sumatriptan,4491,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A Randomized, Double-Blind, Double-Dummy, Multicenter, Cross-Over, Controlled Trial Comparing Tolerability And Efficacy Of A Combination Of Paracetamol + Caffeine And Sumatriptan In The Treatment Of Migraine Attack",Universita di Bari,Interventional,102910,2011-05-31 00:00:00,Status not specified
null,2,Phase not specified,NS,zolmitriptan,4736,"Bioequivalence,Bioavailability",N,Y,No Development Reported,NDR,Cluster headache,73,null,Study to determine bioequivalence between two drugs for oral administration of zolmitriptan dispersible tablets 2.5 mg in healthy female volunteers under fasting conditions,Productos Cientificos,Interventional,215165,2015-02-12 00:00:00,No longer recruiting
null,2,Phase 1 Clinical,C1,zolmitriptan,4736,"Pharmacokinetics,Pharmacodynamics",Y,Y,Launched,L,Migraine,210,null,Determine Central 5-HT1B Receptor Occupancy of Zomig Rapimelt (Zolmitriptan) in Healthy Male Volunteers,AstraZeneca plc,Interventional,64890,2010-05-31 00:00:00,Completed
null,1,Phase not specified,NS,zolmitriptan,4736,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,An Open-label Trial to Evaluate the Effect of Zolmitriptan for the Treatment of Migraine in Adolescents,Dallas Pediatric Neurology Associates,Interventional,109753,2000-09-30 00:00:00,Status not specified
null,1,Phase 2 Clinical,C2,eltoprazine,5024,"Safety,Efficacy",Y,N,Phase 2 Clinical,C2,Aggression,9,Duphar,"A randomized, double-blind, placebo and baseline-controlled, multi-center,  parallel-group study of eltoprazine in demented elderly patients with disruptive behaviour",Amarantus BioScience Holdings Inc,Interventional,248440,null,Status not specified
null,1,Phase 2 Clinical,C2,eltoprazine,5024,Efficacy,N,N,No Development Reported,NDR,Cognitive disorder,353,null,Effects of Eltoprazine on Cognitive Impairment Associated With Schizophrenia (CIAS) in Adults,Amarantus BioScience Holdings Inc,Interventional,73377,2011-08-31 00:00:00,Completed
null,1+,Phase 2 Clinical,C2,eltoprazine,5024,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Y,N,Phase 2 Clinical,C2,Movement disorder,368,null,"A Double-Blind, Randomized, Placebo-Controlled, Dose-Finding Study of Oral Eltoprazine for Treatment of Levodopa-Induced Dyskinesias (LID) in a Levodopa Challenge-Dose Setting in Parkinsons Disease",PsychoGenics Inc,Interventional,142028,2010-10-06 00:00:00,Terminated
null,1,Phase 3 Clinical,C3,rizatriptan,5328,"Safety,Efficacy",N,N,Launched,L,Migraine,210,null,"Long-Term Exposure to Rizatriptan 5 and 10 mg Oral Tablet (Combined Extension Protocols MK-0462-022, MK-0462-025, MK-0462-029)",Merck & Co Inc,Interventional,74324,1995-03-31 00:00:00,Completed
null,1,Phase 3 Clinical,C3,rizatriptan,5328,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,A Study to Evaluate the Safety and Tolerability of Rizatriptan for Long-Term Treatment of Acute Migraine in Children and Adolescents,"Merck & Co Inc, Merck Sharp & Dohme Corp",Interventional,61499,2009-12-01 00:00:00,Completed
null,1,Phase 4 Clinical,C4,rizatriptan,5328,Efficacy,N,N,Launched,L,Migraine,210,null,The Effects of Expectation and Knowledge on Rizatriptan and Placebo Treatment of Acute Migraine Headache,Beth Israel Deaconess Medical Center,Interventional,23205,2008-09-30 00:00:00,Completed
null,1,Phase 3 Clinical,C3,rizatriptan,5328,Efficacy,Y,N,Launched,L,Migraine,210,null,Study to Test a Marketed Drug in the Treatment of Menstrual Migraine,Merck & Co Inc,Interventional,13935,2005-05-27 00:00:00,Completed
null,5,Phase not specified,NS,rizatriptan,5328,"Safety,Efficacy",N,N,Launched,L,Migraine,210,null,MATRIX(Migrainer Assess TRiptane eXamination),University of Tsukuba,Interventional,132785,2010-01-01 00:00:00,Completed
null,1,Phase not specified,NS,rizatriptan,5328,"Safety,Efficacy",Y,N,Launched,L,Migraine,210,null,"A multicenter, randomized, double-blind, placebo-controlled study to evaluate tolerability and efficacy of rizatriptan for the acute treatment of migraine in adolescents",Merck & Co Inc,Interventional,112682,2002-01-31 00:00:00,Status not specified
null,3,Phase not specified,NS,aripiprazole,7781,Efficacy,Y,Y,Discontinued,DX,Alzheimers disease,14,null,"A randomized, single-blinded, placebo-controlled study to evaluate the effect of antidopaminergic treatment with aripiprazole, haloperidol, and reserpine on psychopathology and motor symptoms in healthy volunteers","Deutsche Forschungsgemeinschaft (DFG), Rheinisch-Westfaelische Technische Hochschule Aachen",Interventional,83817,2011-03-11 00:00:00,Status not specified
null,2,Phase 2 Clinical,C2,aripiprazole,7781,"Bioequivalence,Pharmacokinetics",N,Y,Discontinued,DX,Alzheimers disease,14,null,Bioequivalence study of aripiprazole when administered as a 15 mg orally disintegrating tablet relative to a 15 mg commercial tablet in healthy male and/or female subjects under fasting condition,Korea Otsuka Pharmaceuticals,Interventional,244133,2012-08-29 00:00:00,Completed
null,2,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",Y,N,No Development Reported,NDR,Attention deficit hyperactivity disorder,34,null,Aripiprazole Associated With Methylphenidate in Children and Adolescents With Bipolar Disorder and ADHD,Federal University of Rio Grande do Sul,Interventional,32555,2005-08-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",N,N,No Development Reported,NDR,Attention deficit hyperactivity disorder,34,null,Study of Aripiprazole (Abilify) in Children With ADHD (Attention Deficit Hyperactivity Disorder),University Hospitals Of Cleveland,Interventional,31824,2005-04-30 00:00:00,Completed
null,1+,Phase not specified,NS,aripiprazole,7781,Efficacy,N,N,Launched,L,Schizophrenia,299,null,"A Non-control, Post-marketing, Genetic Association Study on Individual Difference of Therapeutic Effects of Antipsychotic Medication","Ministry of Science and Technology of the People´s Republic of China, Peking University",Interventional,98943,2008-01-01 00:00:00,Recruiting
null,1+,Phase not specified,NS,aripiprazole,7781,Efficacy,N,N,Launched,L,Schizophrenia,299,null,"A Non-controlled, Post-marketing, Genetic Association Study on Individual Difference of Therapeutic Effects of Antipsychotic Medication","Ministry of Health of the People's Republic of China, Peking University",Interventional,98772,2008-01-01 00:00:00,Recruiting
Asian Ancestry,7,Phase 4 Clinical,C4,aripiprazole,7781,"Efficacy,Pharmacodynamics",N,N,Launched,L,Schizophrenia,299,null,Pharmacogenomic study of schizophrenia,"Ministry of Science and Technology of the People´s Republic of China, The Sixth Hospital of Peking University (Institute of Mental Health)",Interventional,98482,2009-01-01 00:00:00,Recruiting
null,4,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",N,N,Launched,L,Schizophrenia,299,null,A Comparative Study of Patient Satisfaction Between Continued Administration of Previous Antipsychotics Versus Switched Administration to Paliperidone ER in Non-Satisfied Patients With Previous Antipsychotic Drug,Janssen Korea Ltd,Interventional,87212,2012-07-31 00:00:00,Terminated
null,3,Phase 3 Clinical,C3,aripiprazole,7781,"Safety,Efficacy,Pharmacodynamics",Y,N,Launched,L,Schizophrenia,299,null,"A phase III, multicenter, randomized, double-blind, placebo-controlled study to evaluate the safety and efficacy of three fixed doses of aripiprazole in the treatment of patients with acute schizophrenia",Bristol-Myers Squibb Co,Interventional,82201,2000-01-03 00:00:00,Status not specified
