Ancestry,DevStatus,DevStatusId,Drug,DrugId,Endpoint,Indication,IndicationId,OriginatorSponsored,Patients,ProtocolTitle,TrialEndDateActual,TrialEndDateCalc,TrialEndDateEstimate,TrialEndDateGiven,TrialId,TrialStartDate,TrialStatus
null,Phase 1 Clinical,C1,pretomanid,13323,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,23,"A phase I, controlled study to evaluate the pharmacokinetics and efficacy of PA-824 in patients with tuberculosis",null,2013-01-02 12:00:00,null,null,70963,2010-09-13 00:00:00,Status not specified
null,Phase 2b Clinical,C2B,raltegravir,54488,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,71,Rifampin-Based Tuberculosis Treatment Versus Rifabutin-Based Tuberculosis Treatment in Persons With HIV,2017-06-28 00:00:00,2015-12-12 00:00:00,null,2017-06-28 00:00:00,87585,2013-07-13 00:00:00,Terminated
null,Phase 2 Clinical,C2,moxifloxacin,12978,Pharmacokinetics,Mycobacterium tuberculosis infection,221,N,72,TBTC Study 27/28 PK: Moxifloxacin Pharmacokinetics During TB Treatment,2007-08-31 00:00:00,2006-11-20 12:00:00,null,2007-08-31 00:00:00,10847,2004-07-31 00:00:00,Completed
null,Phase 2 Clinical,C2,moxifloxacin,12978,Pharmacokinetics,Mycobacterium tuberculosis infection,221,N,23,Pharmacokinetic Interaction Study in Indonesian Tuberculosis Patients Indonesia,2006-05-31 00:00:00,2008-05-22 12:00:00,2006-12-31 00:00:00,2006-05-31 00:00:00,10860,2006-01-31 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,levofloxacin,3492,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,70,"Early Bactericidal Activity of Linezolid, Gatifloxacin, Levofloxacin, Isoniazid (INH) and Moxifloxacin in HIV Negative Adults With Initial Episodes of Sputum Smear-Positive Pulmonary Tuberculosis",2007-12-31 00:00:00,2006-06-20 12:00:00,null,2007-12-31 00:00:00,10869,2004-02-29 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,SSI H56-IC31,74849,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,98,A Phase I/IIa Safety And Immunogenicity of AERAS-456 in HIV-Negative Adults With And Without Latent Tuberculosis Infection,2015-11-30 00:00:00,2015-12-21 12:00:00,null,2015-11-30 00:00:00,136263,2013-08-31 00:00:00,Completed
null,Phase 1 Clinical,C1,AERAS-402,53975,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,12,A Study to Evaluate Safety and Immunogenicity of AERAS-402,2012-03-31 00:00:00,2013-06-19 12:00:00,null,2012-03-31 00:00:00,78482,2011-02-28 00:00:00,Completed
African Ancestry,Phase not specified,NS,"artenimol + piperaquine (malaria), Sigma-Tau",53724,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,36,Evaluating Pharmacokinetic Interactions Between Artemisinin-Based Therapies and Rifampacin-Based Tuberculosis Treatment in African Patients,null,2015-01-31 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,142485,2013-01-31 00:00:00,Not yet recruiting
null,Phase 4 Clinical,C4,moxifloxacin,12978,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,9,Pharmacokinetics and Safety of Moxifloxacin,2016-08-31 00:00:00,2013-09-19 12:00:00,null,2016-08-31 00:00:00,76086,2011-05-31 00:00:00,Terminated
null,Phase 2 Clinical,C2,pretomanid,13323,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,105,Evaluation of Early Bactericidal Activity in Pulmonary Tuberculosis With Clofazimine (C)-TMC-207 (J)-PA-824 (Pa)-Pyrazinamide (Z),2013-05-31 00:00:00,2015-02-20 12:00:00,null,2013-05-31 00:00:00,92275,2012-10-31 00:00:00,Completed
null,Phase 4 Clinical,C4,NeisVac-C,10774,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,28,A Study of the Interaction Between BCG And MenC Immunization,2018-06-27 00:00:00,2016-08-01 00:00:00,null,2018-06-27 00:00:00,162886,2014-06-20 00:00:00,Completed
null,Phase not specified,NS,efavirenz,10172,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,312,Pharmacokinetics of efavirenz in combination of rimfampin in HIV-infected adults,null,null,null,null,145595,null,Completed
null,Phase 3 Clinical,C3,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,642,A Study to Compare Three Existing Starting Points of Antiretroviral Therapy (ART) Initiation in HIV/Tuberculosis (TB) Co-infected Patients,2010-07-31 00:00:00,2007-09-05 12:00:00,null,2010-07-31 00:00:00,201474,2005-06-30 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,H4:IC31,48499,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,243,"Phase I/II, Safety and Immunogenicity Study of AERAS-404 in BCG-Primed Infants",2017-12-22 00:00:00,2015-10-21 12:00:00,null,2017-12-22 00:00:00,134374,2013-07-01 00:00:00,Completed
null,Phase 3 Clinical,C3,rifapentine,15102,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1004,TBTC Study 22: Efficacy of Once-Weekly Rifapentine and Isoniazid in Treatment of Tuberculosis,2001-03-31 00:00:00,1997-08-19 12:00:00,null,2001-03-31 00:00:00,10650,1995-04-30 00:00:00,Completed
null,Phase 4 Clinical,C4,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,130,Randomized Clinical Trial to Assess the Efficacy and Safety of Concomitant Use of Rifampicin and Efavirenz 600 X  800 mg,2012-10-31 00:00:00,2009-04-07 12:00:00,null,2012-10-31 00:00:00,11181,2007-01-31 00:00:00,Terminated
null,Phase 4 Clinical,C4,Menitorix,11458,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,28,A Study of the Interaction Between BCG And MenC Immunization,2018-06-27 00:00:00,2016-08-01 00:00:00,null,2018-06-27 00:00:00,162886,2014-06-20 00:00:00,Completed
null,Phase 3 Clinical,C3,lopinavir + ritonavir,14681,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1107,Early Antiretroviral Treatment and/or Early Isoniazid Prophylaxis Against Tuberculosis in HIV-Infected Adults,2015-01-31 00:00:00,2010-06-06 12:00:00,null,2015-01-31 00:00:00,195741,2008-03-31 00:00:00,Completed
null,Phase 2 Clinical,C2,rifalazil,8658,Efficacy,Mycobacterium tuberculosis infection,221,N,60,"A randomized, multiple-dose, open-label, phase II clinical study to evaluate the early bactericidal activity of rifalazil (PA-1648) and isoniazid (INH), as compared with INH alone or INH plus rifampin in patients with tuberculosis",null,2000-02-09 12:00:00,null,null,20175,1997-10-20 00:00:00,Completed
null,Phase 1 Clinical,C1,MTBVAC,89744,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,36,Dose-Escalation Study to Evaluate the Safety and Immunogenicity of MTBVAC Vaccine in Comparison With BCG Vaccine,2014-11-30 00:00:00,2015-05-23 12:00:00,null,2014-11-30 00:00:00,164024,2013-01-31 00:00:00,Completed
null,Phase 4 Clinical,C4,zidovudine,44316,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,130,Randomized Clinical Trial to Assess the Efficacy and Safety of Concomitant Use of Rifampicin and Efavirenz 600 X  800 mg,2012-10-31 00:00:00,2009-04-07 12:00:00,null,2012-10-31 00:00:00,11181,2007-01-31 00:00:00,Terminated
null,Phase 3b Clinical,C3B,efavirenz,10172,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,113,Open-Label Study of Dolutegravir (DTG) or Efavirenz (EFV) for Human Immunodeficiency Virus (HIV)-Tuberculosis (TB) Co-infection,null,2017-06-23 00:00:00,2019-12-31 00:00:00,2019-12-31 00:00:00,201302,2015-01-23 00:00:00,No longer recruiting
null,Phase 3 Clinical,C3,efavirenz,10172,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,642,A Study to Compare Three Existing Starting Points of Antiretroviral Therapy (ART) Initiation in HIV/Tuberculosis (TB) Co-infected Patients,2010-07-31 00:00:00,2007-09-05 12:00:00,null,2010-07-31 00:00:00,201474,2005-06-30 00:00:00,Completed
null,Phase 4 Clinical,C4,rifapentine,15102,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,827,"An International, Multicenter, Controlled Clinical Trial to Evaluate High-Dose Rifapentine and a Quinolone in the Treatment of Pulmonary Tuberculosis",2012-11-30 00:00:00,2010-12-05 12:00:00,null,2012-11-30 00:00:00,153990,2008-08-15 00:00:00,Completed
null,Phase 1 Clinical,C1,AEC/BC02,81363,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,135,Freeze-dried recombinant tuberculosis vaccine (AEC/BC02) phase I clinical human tolerance test,null,null,null,null,329497,null,Not yet recruiting
null,Phase 2 Clinical,C2,rifapentine,15102,Safety,Mycobacterium tuberculosis infection,221,N,150,TBTC Study 25: Study of the Tolerability of Higher Doses of Rifapentine in the Treatment of Tuberculosis,2003-06-30 00:00:00,2001-11-19 12:00:00,2003-02-28 00:00:00,2003-06-30 00:00:00,8751,1999-07-31 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,rifapentine,15102,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,50,"Evaluating the Pharmacokinetics, Tolerability, and Safety of Once-Weekly Rifapentine and Isoniazid in HIV-1-Infected and HIV-1-Uninfected Pregnant and Postpartum Women With Latent Tuberculosis Infection",2019-04-10 00:00:00,2019-06-07 12:00:00,null,2019-04-10 00:00:00,250483,2017-02-15 00:00:00,Completed
null,Phase 3 Clinical,C3,rifapentine,15102,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,2516,Rifapentine-containing Tuberculosis Treatment Shortening Regimens,null,2018-05-16 12:00:00,2020-12-31 00:00:00,2020-12-31 00:00:00,226815,2016-01-25 00:00:00,No longer recruiting
null,Phase not specified,NS,"ethambutol hydrochloride (250 mg) + pyrazinamide (400 mg) + rifampicin (120 mg) + isoniazid (120 mg) (fixed dose combination, tuberculosis), Shenyang Hongqi Pharmaceutical",82062,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,30,The Efficacy and Safety of Early Double J Stent Placement in Treatment of Renal Tuberculosis: A Novel Renal Function Protective Strategy,null,2014-09-26 12:00:00,null,null,132105,2012-06-06 00:00:00,Recruiting
null,Phase 3 Clinical,C3,moxifloxacin,12978,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,2516,Rifapentine-containing Tuberculosis Treatment Shortening Regimens,null,2018-05-16 12:00:00,2020-12-31 00:00:00,2020-12-31 00:00:00,226815,2016-01-25 00:00:00,No longer recruiting
null,Phase 3 Clinical,C3,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,284,Shortening Treatment by Advancing Novel Drugs,2018-05-31 00:00:00,2017-06-19 12:00:00,null,2018-05-31 00:00:00,221844,2015-02-28 00:00:00,Completed
null,Phase 1b Clinical,C1B,macozinone,90085,"Safety,Bioavailability,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,32,"Study to Evaluate the Safety, Tolerability and Pharmacokinetics of PBTZ-169 in Multiple Dosing",null,2021-06-12 12:00:00,2019-10-31 00:00:00,2019-10-31 00:00:00,363587,2019-02-21 00:00:00,Recruiting
null,Phase 2 Clinical,C2,"amoxicillin + clavulanate potassium, GSK",44284,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,30,"Phase II Trial to Evaluate the Early Bactericidal Activity, Safety and Tolerability of Meropenem Plus Amoxycillin/CA and Faropenem Plus Amoxycillin/CA in Adult Patients With Newly Diagnosed Pulmonary Tuberculosis",2014-12-31 00:00:00,2017-01-19 12:00:00,null,2014-12-31 00:00:00,220739,2014-09-30 00:00:00,Completed
null,Phase 2 Clinical,C2,"amoxicillin + clavulanate potassium, GSK",44284,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,45,Trial of Faropenem and Cefadroxil (in Combination With Amoxicillin/Clavulanic Acid and Standard TB Drugs) in Patients With Pulmonary Tuberculosis: Measurement of Early Bactericidal Activity and Effects on Novel Biomarkers,null,2021-04-21 12:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,224111,2018-12-31 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,"amoxicillin + clavulanate potassium, GSK",44284,"Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,36,Whole Blood Bactericidal Activity (WBA) Against Mycobacterium Tuberculosis of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers,2015-10-31 00:00:00,2017-01-28 00:00:00,null,2015-10-31 00:00:00,224811,2015-02-28 00:00:00,Completed
null,Phase 1 Clinical,C1,macozinone,90085,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,35,Phase I Study of PBTZ-169,2016-11-30 00:00:00,2018-05-22 12:00:00,null,2016-11-30 00:00:00,286724,2016-01-31 00:00:00,Completed
null,Phase 2 Clinical,C2,nitazoxanide,11089,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,30,A 14-Day Early Bactericidal Activity Study of Nitazoxanide for the Treatment of Tuberculosis,2018-04-11 00:00:00,2018-06-20 12:00:00,null,2018-04-11 00:00:00,253491,2016-02-29 00:00:00,Completed
null,Phase not specified,NS,moxifloxacin,12978,"Bioequivalence,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,42,"Open, randomized, crossover study of comparative pharmacokinetics and bioequivalence of drugs Moxifloxacin tablets, film-coated, 400 mg (JSC ""Pharmasyntez"", Russia) and Avelox tablets, film-coated, 400 mg (""Bayer Pharma AG"", Germany)",null,2017-05-26 00:00:00,2016-10-01 00:00:00,2016-10-01 00:00:00,247038,2015-11-23 00:00:00,Status not specified
null,Phase not specified,NS,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,592,Effectiveness of Directly Observed Therapy in Combined HIV and Tuberculosis Treatment in Resource-Limited Settings,null,2011-11-06 12:00:00,null,null,8820,2009-08-31 00:00:00,Completed
null,Phase not specified,NS,Perchlozone,87251,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,120,"An Open, Prospective, Comparative, Randomized, Controlled Clinical Trial Of Efficacy And Safety Perhlozone Capsules (JSC 'Pharmasyntez', Russia), Used In Doses Of 9.5 And 12.5 mg/kg Night In The Complex Treatment Of Pulmonary Tuberculosis",null,2015-05-20 12:00:00,2014-10-09 00:00:00,2014-10-09 00:00:00,169098,2013-01-28 00:00:00,Status not specified
null,Phase 0 Clinical,C0,efavirenz,10172,Efficacy,Mycobacterium tuberculosis infection,221,N,419,TasP in Correctional Facilities,2018-03-31 00:00:00,2018-04-08 12:00:00,null,2018-03-31 00:00:00,280225,2016-02-01 00:00:00,Completed
null,Phase 3 Clinical,C3,levofloxacin,3492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,640,Leukotriene A4 Hydrolase Stratified Trial of Adjunctive Corticosteroids for HIV-uninfected Adults With Tuberculous Meningitis,null,2020-04-26 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,293087,2018-02-08 00:00:00,Recruiting
null,Phase 2 Clinical,C2,efavirenz,10172,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,62,PK Study of Rifampicin Interactions With DMPA and Efaviranz in TB,2017-06-15 00:00:00,2018-04-03 00:00:00,null,2017-06-15 00:00:00,227340,2015-11-03 00:00:00,Completed
null,Phase 1 Clinical,C1,Ad5Ag85A,71323,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,28,Phase I Clinical Trial of the Safety and Immunogenicity of an Adenovirus-based TB Vaccine Administered by Aerosol,null,2019-12-26 12:00:00,2021-04-30 00:00:00,2021-04-30 00:00:00,219950,2017-09-05 00:00:00,Recruiting
null,Phase 1 Clinical,C1,efavirenz,10172,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,155,Efavirenz (EFV) in HIV-Infected and HIV/Tuberculosis (TB) Coinfected Children,2016-03-31 00:00:00,2012-01-06 12:00:00,null,2016-03-31 00:00:00,37985,2009-10-31 00:00:00,Completed
null,Phase 2/Phase 3 Clinical,C23,levofloxacin,3492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,500,Study of Adjunctive Recombinant Human Interleukin-2 Therapy in Patients With MDR-TB (rhIL-2),null,2011-09-21 12:00:00,2020-03-01 00:00:00,2020-03-01 00:00:00,289837,2009-06-01 00:00:00,Recruiting
null,Phase 2 Clinical,C2,delamanid,16545,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,213,"A Phase II, Multicenter, Uncontrolled, Open-label Trial to Evaluate Safety, Tolerability, and Efficacy of Orally Administered OPC-67683",2011-09-30 00:00:00,2011-07-21 12:00:00,null,2011-09-30 00:00:00,242789,2009-03-31 00:00:00,Completed
null,Phase 3 Clinical,C3,bedaquiline,51310,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,750,Evaluating Newly Approved Drugs for Multidrug-resistant TB,null,2019-04-02 00:00:00,2021-04-30 00:00:00,2021-04-30 00:00:00,259506,2016-12-31 00:00:00,Recruiting
null,Phase 2 Clinical,C2,verapamil,44437,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,69,Verapamil Dose-finding Study in Adult Patients with Tuberculosis,null,2018-10-05 12:00:00,null,null,261260,2016-06-15 00:00:00,Not yet recruiting
null,Phase 3 Clinical,C3,tenofovir disoproxil fumarate,14493,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,460,Raltegravir Versus Efavirenz in Naive HIV-1-infected Patients Receiving Rifampin for Active Tuberculosis,null,2018-02-28 00:00:00,2019-09-30 00:00:00,2019-09-30 00:00:00,214156,2015-09-30 00:00:00,Recruiting
null,Phase 2a Clinical,C2A,pretomanid,13323,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,69,Phase IIa Evaluation of Early Bactericidal Activity of PA-824 in Pulmonary Tuberculosis,2007-12-31 00:00:00,2009-12-20 12:00:00,null,2007-12-31 00:00:00,9381,2007-08-31 00:00:00,Completed
null,Phase 3 Clinical,C3,metformin hydrochloride,6050,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,60,Effect of metformin on sputum smear conversion in pulmonary tuberculosis with type 2 diabetes mellitus,null,2021-06-20 12:00:00,null,null,370128,2019-03-01 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,pretomanid,13323,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,6,"A Study of the Safety, Tolerability, and Absorption, Metabolism, and Excretion of PA-824 in Healthy Adult Male Subjects",2006-05-31 00:00:00,2008-07-20 12:00:00,null,2006-05-31 00:00:00,303299,2006-03-31 00:00:00,Completed
null,Phase 0 Clinical,C0,tenofovir disoproxil fumarate,14493,Efficacy,Mycobacterium tuberculosis infection,221,N,419,TasP in Correctional Facilities,2018-03-31 00:00:00,2018-04-08 12:00:00,null,2018-03-31 00:00:00,280225,2016-02-01 00:00:00,Completed
null,Phase 1a Clinical,C1A,SQ-109,31010,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,62,"A phase Ia, Placebo-controlled, Dose-Escalating study to test the Safety, Tolerability and Pharmacokinetics of Single dose of SQ-109 in 62 Healthy Subjects",2007-05-03 00:00:00,2009-01-19 16:46:54,null,2007-05-03 00:00:00,8945,2006-09-30 04:46:54,Completed
Asian Ancestry,Phase 3 Clinical,C3,levofloxacin,3492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,400,Short Intensive Treatment For Children With Tuberculous Meningitis,null,2020-03-20 00:00:00,2022-08-01 00:00:00,2022-08-01 00:00:00,360104,2018-01-02 00:00:00,Not yet recruiting
Japanese Ancestry,Phase 3 Clinical,C3,levofloxacin,3492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,400,Short Intensive Treatment For Children With Tuberculous Meningitis,null,2020-03-20 00:00:00,2022-08-01 00:00:00,2022-08-01 00:00:00,360104,2018-01-02 00:00:00,Not yet recruiting
