ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1,null,Sarcoma,null,Phase 2 Clinical,C2,bempegaldesleukin,77588,100,NKTR-214; nivolumab,100,null,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,17-366; CA209-9EM; NCT03282344,Memorial Sloan-Kettering Cancer Center,312527,"SEPTEMBER, 12, 2017",Recruiting
1+,null,Prostate tumor,null,Phase 1b Clinical,C1B,tucotuzumab celmoleukin,21065,45,EMD-273066; EMD-273066 (0.5 mg) + cyclophosphamide; EMD-273066 (1.0 mg) + cyclophosphamide; EMD-273066 (2.0 mg) + cyclophosphamide; EMD-273066 (3.0 mg) + cyclophosphamide; EMD-273066 (4.0 mg) + cyclophosphamide; cyclophosphamide,27,null,"EMD-273066 in Patients With Recurrent EpCAM Positive Ovarian, Prostate, Colorectal or Non-Small Cell Lung Cancers When First Given Cyclophosphamide",EMR 62206-015; NCT00132522,Merck KGaA,28529,"MAY      , 31, 2005",Completed
2,Programmed cell death 1 ligand 1,Stage IV melanoma,null,Phase 3 Clinical,C3,bempegaldesleukin,77588,764,NKTR-214; nivolumab; nivolumab,764,null,A Study of NKTR-214 Combined With Nivolumab versus Nivolumab Alone in Participants With Previously Untreated Inoperable or Metastatic Melanoma,17-214-08; 2018-001423-40; CA045-001; NCT03635983,"Bristol-Myers Squibb Co, bristol myers squibb international corporation belgium",350572,"SEPTEMBER, 14, 2018",Recruiting
1+,CD8-Positive T-Lymphocytes; Cytotoxic T-Lymphocytes; Natural killer cells; T-Helper Lymphocytes,Metastatic colorectal cancer,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,393,NKTR-214; NKTR-262; nivolumab,13,REVEAL,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,17-262-01; NCT03435640; REVEAL,Nektar Therapeutics,329566,"MARCH    , 15, 2018",Recruiting
1,null,Lymphoplasmacytic lymphoma,null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,40,NKTR-214; TAK-659,40,null,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),C34015; NCT03772288; U1111-1218-4372,Takeda Oncology,337393,"APRIL    , 03, 2019",Recruiting
1,null,Marginal zone B-cell lymphoma,null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,40,NKTR-214; TAK-659,40,null,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),C34015; NCT03772288; U1111-1218-4372,Takeda Oncology,337393,"APRIL    , 03, 2019",Recruiting
1+,ALK receptor; B-Raf proto-oncogene serine/threonine-protein kinase; Cytotoxic T-Lymphocytes; Epidermal growth factor receptor; Inducible T-cell costimulator; Programmed cell death 1 ligand 1; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Stage IV melanoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,480,Halaven; NKTR-214; NKTR-214 + Opdivo; Opdivo; Yervoy; carboplatin; cisplatin; nab-paclitaxel; paclitaxel; pemetrexed disodium,283,PIVOT-02,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,16-214-02; 2016-003543-11; NCT02983045; PIVOT-02,Nektar Therapeutics,281291,"OCTOBER  , 31, 2016",Recruiting
1+,ALK receptor; B-Raf proto-oncogene serine/threonine-protein kinase; Cytotoxic T-Lymphocytes; Epidermal growth factor receptor; Inducible T-cell costimulator; Programmed cell death 1 ligand 1; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Transitional cell carcinoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,480,Halaven; NKTR-214; NKTR-214 + Opdivo; Opdivo; Yervoy; carboplatin; cisplatin; nab-paclitaxel; paclitaxel; pemetrexed disodium,283,PIVOT-02,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,16-214-02; 2016-003543-11; NCT02983045; PIVOT-02,Nektar Therapeutics,281291,"OCTOBER  , 31, 2016",Recruiting
2,Chemokine; Chemokines; Cytokine; Interleukin-2 receptor; Leukocyte count; Neopterin,Metastatic non small cell lung cancer,null,Phase 1b Clinical,C1B,NHS-IL2-LT,57922,15,EMD-521873; Radiotherapy (5 x 4 Gy),13,null,EMD-521873 Plus Radiotherapy in Non-Small-Cell Lung Cancer (NSCLC),EMR 62235-002; NCT00879866,Merck KGaA,51498,"APRIL    , 30, 2009",Completed
1,Antigen KI-67; Chemokines; Cytokines; Granzyme B; Interferon gamma; Interleukin-2 receptor alpha chain ; Lymphocytes; Natural killer cells; Perforin-1; Programmed cell death protein 1; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor mass; Tumor-Infiltrating Lymphocytes,Stage IV melanoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,40,NKTR-214,28,null,"A Phase I/II, Multicenter, Dose-Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors",15-214-01; 2015-0573; 2016-001134-10; NCT02869295,Nektar Therapeutics,268769,"DECEMBER , 31, 2015",Completed
1,Antigen KI-67; Chemokines; Cytokines; Granzyme B; Interferon gamma; Interleukin-2 receptor alpha chain ; Lymphocytes; Natural killer cells; Perforin-1; Programmed cell death protein 1; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor mass; Tumor-Infiltrating Lymphocytes,Metastatic colorectal cancer,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,40,NKTR-214,28,null,"A Phase I/II, Multicenter, Dose-Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors",15-214-01; 2015-0573; 2016-001134-10; NCT02869295,Nektar Therapeutics,268769,"DECEMBER , 31, 2015",Completed
2,CD4+; CD8+; Cytotoxic T-Lymphocytes; Lymphocytes; Natural killer (NK); Natural killer cells; Neopterin; T-Helper Lymphocytes; Thromboplastin time; sIL2R,Advanced solid tumor,null,Phase 1 Clinical,C1,NHS-IL2-LT,57922,66,NHS-IL2-LT; NHS-IL2-LT; cyclophosphamide,48,null,"EMD-521873 in Advanced Solid Tumors, MTD Finding",EMR62235_001; NCT01032681,Merck KGaA,62646,"DECEMBER , 31, 2006",Completed
1,Interleukin-2; Lymphocytes,Solid tumor,null,Phase 1 Clinical,C1,"salmonella-IL-2 cancer therapy (oral, cancer), Botanic Oil Innovations",70160,22,"salmonella-IL-2 cancer therapy (oral, cancer), Botanic Oil Innovations",22,null,"IL-2 Expressing, Attenuated Salmonella Typhimurium in Unresectable Hepatic Spread",0906M68041; 2009LS003; NCT01099631; Protocol #0907-991,Masonic Cancer Center,74920,"APRIL    , 30, 2010",Completed
2,Creatinine; Cytokines; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-6; Leukocyte count; Lymphocytes; Mononuclear leukocytes; Natural killer cells; Neutrophils; Regulatory T-Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Sarcoma,null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,300,ALKS-4230; ALKS-4230; pembrolizumab,36,ARTISTRY-1,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,ALK4230-A101; ARTISTRY-1; NCT02799095,Alkermes plc,263216,"JULY     , 31, 2016",Recruiting
2,Creatinine; Cytokines; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-6; Leukocyte count; Lymphocytes; Mononuclear leukocytes; Natural killer cells; Neutrophils; Regulatory T-Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Metastatic breast cancer,null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,300,ALKS-4230; ALKS-4230; pembrolizumab,36,ARTISTRY-1,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,ALK4230-A101; ARTISTRY-1; NCT02799095,Alkermes plc,263216,"JULY     , 31, 2016",Recruiting
2,Creatinine; Cytokines; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-6; Leukocyte count; Lymphocytes; Mononuclear leukocytes; Natural killer cells; Neutrophils; Regulatory T-Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Metastatic prostate cancer,null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,300,ALKS-4230; ALKS-4230; pembrolizumab,36,ARTISTRY-1,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,ALK4230-A101; ARTISTRY-1; NCT02799095,Alkermes plc,263216,"JULY     , 31, 2016",Recruiting
2,Creatinine; Cytokines; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-6; Leukocyte count; Lymphocytes; Mononuclear leukocytes; Natural killer cells; Neutrophils; Regulatory T-Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Metastatic non small cell lung cancer,null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,300,ALKS-4230; ALKS-4230; pembrolizumab,36,ARTISTRY-1,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,ALK4230-A101; ARTISTRY-1; NCT02799095,Alkermes plc,263216,"JULY     , 31, 2016",Recruiting
2,Creatinine; Cytokines; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-6; Leukocyte count; Lymphocytes; Mononuclear leukocytes; Natural killer cells; Neutrophils; Regulatory T-Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Advanced solid tumor,null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,300,ALKS-4230; ALKS-4230; pembrolizumab,36,ARTISTRY-1,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,ALK4230-A101; ARTISTRY-1; NCT02799095,Alkermes plc,263216,"JULY     , 31, 2016",Recruiting
2,null,Advanced solid tumor,null,Phase 1 Clinical,C1,SO-C101,74941,null,SO-C101; SO-C101; pembrolizumab,null,null,"A first-in-human, phase I/Ib study to evaluate the safety and preliminary efficacy of SO-C101 as monotherapy and in combination with pembrolizumab in selected patients with advanced/metastatic solid tumors",SC103,Sotio AS,352089,"MAY      , 31, 2019",Planned
1,null,Angiosarcoma,null,Phase 2 Clinical,C2,bempegaldesleukin,77588,100,NKTR-214; nivolumab,100,null,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,17-366; CA209-9EM; NCT03282344,Memorial Sloan-Kettering Cancer Center,312527,"SEPTEMBER, 12, 2017",Recruiting
3,null,Metastatic renal cell carcinoma,Cabometyx; Sutene,Phase 3 Clinical,C3,bempegaldesleukin,77588,600,NKTR-214; Opdivo,600,null,A Study of NKTR-214 in Combination With Nivolumab Compared With the Investigator's Choice of a Tyrosine Kinase Inhibitor (TKI) Therapy (Either Sunitinib or Cabozantinib Monotherapy) for Advanced Metastatic Renal Cell Carcinoma (RCC),17-214-09; 17-214-09 / CA045002; CA045002; NCT03729245,"Nektar Therapeutics, PPD Development (S) Pte Ltd",358884,"DECEMBER , 28, 2018",Recruiting
1+,CD8-Positive T-Lymphocytes; Cytotoxic T-Lymphocytes; Natural killer cells; T-Helper Lymphocytes,Transitional cell carcinoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,393,NKTR-214; NKTR-262; nivolumab,13,REVEAL,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,17-262-01; NCT03435640; REVEAL,Nektar Therapeutics,329566,"MARCH    , 15, 2018",Recruiting
1,null,Diffuse large B-cell lymphoma,null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,40,NKTR-214; TAK-659,40,null,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),C34015; NCT03772288; U1111-1218-4372,Takeda Oncology,337393,"APRIL    , 03, 2019",Recruiting
1,null,B-cell lymphoma,null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,40,NKTR-214; TAK-659,40,null,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),C34015; NCT03772288; U1111-1218-4372,Takeda Oncology,337393,"APRIL    , 03, 2019",Recruiting
1,null,Squamous cell carcinoma,null,Phase 1 Clinical,C1,CUE-101,105120,50,CUE-101,50,null,A Phase I Study in Patients With HPV+ Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,CUE-101-01; NCT03978689,Cue Biopharma Inc,383734,"JUNE     , 30, 2019",Not yet recruiting
1+,ALK receptor; B-Raf proto-oncogene serine/threonine-protein kinase; Cytotoxic T-Lymphocytes; Epidermal growth factor receptor; Inducible T-cell costimulator; Programmed cell death 1 ligand 1; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Metastatic non small cell lung cancer,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,480,Halaven; NKTR-214; NKTR-214 + Opdivo; Opdivo; Yervoy; carboplatin; cisplatin; nab-paclitaxel; paclitaxel; pemetrexed disodium,283,PIVOT-02,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,16-214-02; 2016-003543-11; NCT02983045; PIVOT-02,Nektar Therapeutics,281291,"OCTOBER  , 31, 2016",Recruiting
1,Antigen KI-67; Chemokines; Cytokines; Granzyme B; Interferon gamma; Interleukin-2 receptor alpha chain ; Lymphocytes; Natural killer cells; Perforin-1; Programmed cell death protein 1; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor mass; Tumor-Infiltrating Lymphocytes,Metastatic bladder cancer,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,40,NKTR-214,28,null,"A Phase I/II, Multicenter, Dose-Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors",15-214-01; 2015-0573; 2016-001134-10; NCT02869295,Nektar Therapeutics,268769,"DECEMBER , 31, 2015",Completed
1,CD40 ligand; Granzyme B; Immunoglobulin G; Interferon gamma ; Interleukin-2; Interleukin-5,Acute myelogenous leukemia,null,Phase 1 Clinical,C1,"autologous IL2 and CD40 ligand-expressing tumor cells (B-CLL), Baylor College of Medicine",45937,11,"autologous IL2 and CD40 ligand-expressing tumor cells (B-CLL), Baylor College of Medicine",10,null,Treating High Risk Leukemia With CD40 Ligand and IL-2 Gene Modified Tumor Vaccine,H6408-LEU LEU; NCT00058799,Baylor College of Medicine,184129,"JUNE     , 30, 1999",Completed
2,Creatinine; Cytokines; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-6; Leukocyte count; Lymphocytes; Mononuclear leukocytes; Natural killer cells; Neutrophils; Regulatory T-Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Metastatic ovary cancer,null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,300,ALKS-4230; ALKS-4230; pembrolizumab,36,ARTISTRY-1,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,ALK4230-A101; ARTISTRY-1; NCT02799095,Alkermes plc,263216,"JULY     , 31, 2016",Recruiting
1,null,Chondrosarcoma,null,Phase 2 Clinical,C2,bempegaldesleukin,77588,100,NKTR-214; nivolumab,100,null,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,17-366; CA209-9EM; NCT03282344,Memorial Sloan-Kettering Cancer Center,312527,"SEPTEMBER, 12, 2017",Recruiting
1+,CD8-Positive T-Lymphocytes; Cytotoxic T-Lymphocytes; Natural killer cells; T-Helper Lymphocytes,Sarcoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,393,NKTR-214; NKTR-262; nivolumab,13,REVEAL,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,17-262-01; NCT03435640; REVEAL,Nektar Therapeutics,329566,"MARCH    , 15, 2018",Recruiting
1+,CD8-Positive T-Lymphocytes; Cytotoxic T-Lymphocytes; Natural killer cells; T-Helper Lymphocytes,Merkel cell carcinoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,393,NKTR-214; NKTR-262; nivolumab,13,REVEAL,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,17-262-01; NCT03435640; REVEAL,Nektar Therapeutics,329566,"MARCH    , 15, 2018",Recruiting
1+,CD8-Positive T-Lymphocytes; Cytotoxic T-Lymphocytes; Natural killer cells; T-Helper Lymphocytes,Metastatic breast cancer,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,393,NKTR-214; NKTR-262; nivolumab,13,REVEAL,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,17-262-01; NCT03435640; REVEAL,Nektar Therapeutics,329566,"MARCH    , 15, 2018",Recruiting
1,null,Non-Hodgkin lymphoma,null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,40,NKTR-214; TAK-659,40,null,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),C34015; NCT03772288; U1111-1218-4372,Takeda Oncology,337393,"APRIL    , 03, 2019",Recruiting
1,null,Glioblastoma,null,Phase 1/Phase 2 Clinical,C12,AFTVac,55115,24,AFTVac,22,null,A phase I/IIa study to evaluate the safety and efficacy of AFTVac in patients with newly diagnosed glioblastoma multiforme,C000000002,Tokyo Women's Medical College,67525,"JUNE     , 06, 2010",Status not specified
1,null,Renal cell carcinoma,null,Phase 1 Clinical,C1,tucotuzumab celmoleukin,21065,24,interleukin-2; tucotuzumab celmoleukin,24,null,"Interleukin-2 combined with monoclonal antibody therapy in treating patients with kidney, bladder, or lung cancer that has not responded to previous treatment",CDR0000068612; EMD-EMR-62-206-003; MSKCC-00141; NCI-G01-1944; NCT00016237,Memorial Sloan-Kettering Cancer Center,28011,"DECEMBER , 31, 2000",Completed
1+,ALK receptor; B-Raf proto-oncogene serine/threonine-protein kinase; Cytotoxic T-Lymphocytes; Epidermal growth factor receptor; Inducible T-cell costimulator; Programmed cell death 1 ligand 1; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Metastatic renal cell carcinoma,null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,480,Halaven; NKTR-214; NKTR-214 + Opdivo; Opdivo; Yervoy; carboplatin; cisplatin; nab-paclitaxel; paclitaxel; pemetrexed disodium,283,PIVOT-02,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,16-214-02; 2016-003543-11; NCT02983045; PIVOT-02,Nektar Therapeutics,281291,"OCTOBER  , 31, 2016",Recruiting
2+,Circulating Tumor Cells; Prostate-specific antigen; Testosterone,Hormone refractory prostate cancer,null,Phase 1 Clinical,C1,bempegaldesleukin,77588,30,CDX-301; NKTR-214; Stereotactic body radiation therapy 30 to 50 Gy; nivolumab; poly-ICLC,30,PORTER,Platform Study for Prostate Researching Translational Endpoints Correlated to Response to Inform Use of Novel Combinations,NCT03835533; PICI0033; PORTER,Parker Institute for Cancer Immunotherapy,369648,"JUNE     , 30, 2019",Not yet recruiting
4+,null,Squamous cell carcinoma,Radiotherapy (60 to 70 Gy); cisplatin,Phase 3 Clinical,C3,Multikine,7401,928,Multikine; Radiotherapy (60 to 70 Gy); cisplatin; cyclophosphamide; indomethacin; zinc,928,IT-MATTERS,"Efficacy and Safety Study of Leukocyte Interleukin, Injection (LI) to Treat Cancer of the Oral Cavity",2010-019952-35; CS001P3; CTRI/2011/05/001716; IT-MATTERS; NCT01265849; SLCTR/2014/017; UKCRN 16800,CEL-SCI Corp,73333,"DECEMBER , 31, 2010",No longer recruiting
2,CD4+; CD8+; Cytotoxic T-Lymphocytes; Lymphocytes; Natural killer (NK); Natural killer cells; Neopterin; T-Helper Lymphocytes; Thromboplastin time; sIL2R,Non-Hodgkin lymphoma,null,Phase 1 Clinical,C1,NHS-IL2-LT,57922,66,NHS-IL2-LT; NHS-IL2-LT; cyclophosphamide,48,null,"EMD-521873 in Advanced Solid Tumors, MTD Finding",EMR62235_001; NCT01032681,Merck KGaA,62646,"DECEMBER , 31, 2006",Completed
